Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
36,3,2,0
22,14,1,0
56,0,0,1
37,1,2,0
31,1,2,0
32,0,3,0
32,3,1,0
32,0,9,0
48,3,2,0
20,2,1,0
31,4,2,0
33,1,2,0
37,1,0,0
34,0,3,0
45,1,2,0
56,1,0,0
36,0,2,1
32,2,0,0
51,0,3,0
43,2,2,0
44,1,0,0
38,0,2,0
29,1,1,0
43,2,1,0
45,1,1,0
31,0,1,0
42,0,0,0
32,1,0,0
39,0,1,1
28,2,0,1
34,0,0,0
31,2,0,0
36,0,1,0
30,1,0,0
33,2,1,0
33,3,2,0
46,0,0,0
20,1,5,0
40,0,0,1
43,0,0,0
34,0,0,0
28,3,18,0
33,4,2,0
46,0,0,0
40,4,4,0
35,6,2,0
38,1,0,0
37,2,1,0
39,2,1,0
49,0,4,0
38,2,1,0
27,5,3,1
38,1,2,0
48,2,1,0
35,1,1,0
34,1,2,0
35,6,0,0
26,1,4,1
38,1,0,0
39,0,1,0
43,4,1,1
44,1,1,0
31,5,3,0
34,2,1,0
41,2,0,0
30,1,0,0
33,1,2,0
33,0,3,0
46,1,0,0
40,0,1,0
33,1,2,0
36,0,2,0
45,0,2,0
45,3,0,0
38,0,3,0
52,4,2,0
36,3,2,0
43,0,0,0
31,0,14,0
25,7,1,0
39,0,5,0
35,0,2,0
28,1,2,0
35,11,3,0
45,4,1,0
38,4,4,1
27,0,10,0
26,1,1,2
37,2,2,0
36,3,1,0
49,2,2,1
41,0,0,0
31,1,2,0
36,2,3,0
32,2,2,0
32,1,2,0
42,2,2,0
43,2,2,0
28,1,1,1
38,1,2,0
40,2,2,0
29,0,5,0
37,3,0,0
37,1,1,0
40,2,1,0
20,6,3,0
40,1,3,0
42,2,0,0
24,3,1,0
33,2,0,0
35,1,0,0
44,2,0,0
35,1,0,0
40,1,0,0
49,1,2,1
39,3,3,0
41,0,1,0
33,1,1,1
23,1,3,0
48,3,2,0
42,0,3,0
30,2,1,0
47,0,6,2
39,0,5,0
35,4,3,0
35,1,0,0
27,1,2,0
35,0,3,0
42,0,2,0
30,1,1,0
39,0,0,0
23,6,4,5
31,9,1,1
31,2,2,0
23,10,3,1
30,2,1,0
33,1,0,0
33,1,3,0
32,3,2,0
44,0,3,1
41,0,2,0
36,3,3,0
32,0,3,0
35,0,2,0
35,1,3,0
42,1,2,0
34,1,1,0
10,1,13,1
31,0,0,0
41,3,0,0
42,0,0,0
40,3,6,1
42,0,3,0
35,0,0,0
38,0,3,0
47,0,1,0
32,4,1,0
28,2,8,0
34,2,3,0
36,2,1,0
34,1,1,0
33,1,4,0
23,1,12,0
39,1,0,1
47,0,0,0
28,1,2,0
29,2,3,0
28,3,2,0
33,1,1,0
34,1,0,0
35,1,1,1
46,0,2,0
47,1,2,0
28,1,0,0
41,1,2,1
31,1,1,0
41,1,2,0
34,2,0,1
40,3,0,0
40,0,4,1
27,2,1,0
29,0,2,0
29,1,2,0
38,0,3,0
28,1,6,1
45,3,2,0
54,3,1,0
19,12,0,0
27,1,1,0
45,0,3,0
41,0,0,0
47,3,1,0
35,0,0,0
48,0,2,0
43,6,3,0
38,2,0,0
36,2,1,0
29,1,2,0
32,1,1,0
30,2,1,0
45,2,0,0
43,2,2,1
45,1,3,0
25,1,2,0
28,1,1,0
47,1,1,0
27,0,7,0
34,2,0,0
37,2,0,0
22,0,12,0
33,1,1,0
35,1,1,0
45,2,2,0
44,2,0,0
29,2,2,0
38,2,0,0
41,2,3,0
26,0,2,0
23,8,2,0
43,1,0,0
30,1,2,0
46,0,1,0
44,1,3,0
46,0,1,0
39,1,2,0
47,0,1,0
34,0,1,0
35,1,1,0
33,7,1,1
35,0,1,0
34,0,1,0
33,0,0,0
39,1,1,1
41,2,0,0
33,2,13,1
49,4,3,0
36,1,2,1
50,1,2,0
36,1,2,0
35,0,1,0
38,0,0,0
29,2,4,0
39,2,1,0
35,0,1,0
40,0,3,0
34,1,7,0
38,1,2,0
31,2,0,0
37,1,2,2
35,0,3,0
41,1,3,0
36,0,1,0
41,2,1,0
44,1,1,0
39,2,0,0
46,4,0,0
33,0,0,0
32,3,2,0
42,1,0,0
40,0,3,0
22,14,1,0
21,0,0,0
40,2,0,0
35,0,0,0
44,1,2,0
34,2,2,0
41,1,1,0
38,1,2,1
40,3,1,0
37,0,3,1
38,1,1,0
38,0,0,1
49,2,2,0
25,0,2,0
33,1,1,0
29,0,0,0
40,0,5,0
33,4,1,0
28,8,1,0
36,3,3,0
23,12,0,1
31,1,2,0
34,0,2,0
35,2,3,1
35,0,1,0
25,0,10,3
33,0,1,0
43,1,2,0
39,2,0,0
32,1,1,0
34,0,1,0
49,1,0,0
33,2,3,0
43,4,1,0
37,1,1,0
39,0,2,0
42,0,1,0
38,0,3,0
44,3,1,0
37,2,0,0
36,1,0,0
29,2,0,0
32,0,3,0
39,1,1,0
30,2,1,0
43,0,0,0
39,1,1,1
33,4,5,0
31,1,3,0
32,2,4,0
34,0,0,0
38,0,0,0
34,1,0,0
38,2,0,0
21,3,13,0
40,1,0,0
35,8,2,0
44,2,0,0
28,0,2,0
33,1,2,0
18,14,3,0
37,2,2,0
41,10,0,1
39,1,0,0
39,1,2,0
32,2,1,0
34,2,4,0
45,2,1,0
42,2,3,0
40,1,0,0
36,5,1,0
45,0,2,0
34,0,0,0
38,1,1,0
39,1,2,1
42,3,0,0
28,0,6,0
33,1,3,0
46,3,1,0
33,0,5,0
21,1,21,1
45,1,2,0
34,1,1,0
21,12,0,1
32,1,3,0
39,2,3,0
40,2,1,0
43,0,2,0
36,1,3,0
40,0,2,1
40,1,0,0
28,2,2,0
30,0,3,0
48,3,0,0
25,1,2,0
42,3,3,0
34,1,0,0
43,3,1,2
51,1,4,0
36,0,0,0
39,0,4,1
34,1,0,1
43,1,2,0
24,4,3,1
36,2,5,0
32,1,1,0
34,1,1,0
42,1,2,0
41,0,2,0
40,2,0,1
36,0,2,0
38,2,1,0
38,3,2,0
35,1,1,0
37,1,1,0
31,1,2,0
39,1,0,0
39,1,2,0
38,2,2,0
29,3,3,0
26,1,12,0
37,0,1,0
35,0,1,0
38,1,1,0
27,1,1,0
33,8,1,0
51,1,1,0
32,3,2,0
43,4,1,1
23,4,4,3
32,2,3,0
28,0,23,0
36,1,4,0
20,0,8,0
32,2,2,0
47,1,1,0
40,1,2,0
34,0,0,0
21,2,15,2
31,6,0,0
