Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
48,0,10,1
38,1,0,0
32,3,1,0
43,1,5,0
39,1,3,0
38,2,1,0
30,0,5,1
30,5,2,0
27,1,2,0
42,1,4,1
36,0,6,0
40,1,2,0
37,0,1,0
42,1,1,0
44,4,0,0
36,1,1,0
39,2,0,0
29,2,3,0
34,0,0,0
38,0,3,0
43,0,2,0
49,1,3,0
37,0,1,0
41,1,1,0
43,1,0,0
41,0,5,0
40,1,2,0
43,2,1,0
31,2,5,0
41,1,1,0
40,0,1,0
42,0,1,1
32,0,3,0
34,1,1,0
29,0,2,0
34,1,1,0
35,3,1,0
45,1,1,1
49,0,0,0
35,0,3,1
39,1,5,1
42,1,0,0
48,2,0,1
29,3,1,1
44,0,1,1
30,0,1,0
29,3,1,0
50,3,0,1
27,0,2,0
44,3,2,0
39,2,1,0
40,2,2,0
40,1,1,1
38,1,6,0
34,0,1,0
41,1,2,0
38,0,2,0
39,3,0,0
38,1,3,0
35,0,0,1
42,2,1,0
25,1,2,0
38,2,0,0
24,3,2,0
34,0,1,0
32,1,5,0
49,0,3,0
51,1,1,0
44,2,2,0
37,2,1,0
43,1,0,0
39,2,0,0
32,2,1,0
32,4,3,0
36,0,1,0
26,1,1,0
43,1,0,0
41,1,1,0
42,1,1,1
46,0,0,0
35,0,0,0
37,3,1,0
31,0,1,1
30,0,1,0
38,0,1,0
37,1,1,0
45,5,3,0
33,0,2,0
38,3,1,0
39,1,4,1
36,1,1,0
35,2,0,0
29,2,2,0
38,0,3,0
29,0,4,0
35,1,6,0
45,0,1,0
37,2,1,0
33,2,3,0
29,1,0,0
31,1,1,0
31,0,1,0
45,2,1,0
37,1,1,0
44,0,0,0
30,2,0,0
40,2,1,0
26,1,2,0
33,1,1,0
27,2,3,1
27,2,6,0
44,2,0,0
29,1,3,0
32,0,0,0
43,0,2,0
38,2,6,0
45,1,3,0
32,0,2,0
37,2,1,0
38,1,1,0
29,3,4,1
37,4,0,0
33,3,1,1
38,0,2,0
41,2,2,0
47,0,1,0
33,1,0,1
31,2,2,0
30,3,2,0
57,0,0,0
39,0,4,0
42,2,2,0
34,3,4,1
40,1,0,0
52,2,0,0
38,2,0,0
38,4,1,0
35,2,0,1
37,4,4,1
44,1,2,0
31,1,1,0
38,1,2,0
32,1,4,0
40,0,2,0
31,0,5,0
35,1,0,0
31,1,0,1
44,0,0,0
32,1,0,0
42,2,0,0
44,3,1,2
36,0,1,0
39,1,0,0
53,0,2,0
45,1,0,1
30,1,4,0
44,1,2,0
38,0,4,1
40,0,4,0
39,2,0,0
47,0,4,1
36,3,2,0
38,0,1,0
41,1,0,0
46,2,2,0
39,1,1,0
39,1,1,0
36,1,1,0
36,0,1,0
52,0,2,0
28,1,3,0
34,0,2,1
41,1,3,0
37,1,4,0
32,2,2,0
23,0,6,0
39,6,4,0
25,2,2,0
41,1,0,0
39,2,3,0
34,2,1,1
46,0,1,0
28,6,2,0
29,1,4,0
28,5,1,0
33,0,1,0
28,1,4,0
28,0,2,0
46,2,0,0
31,3,0,1
33,1,1,0
35,1,3,0
41,0,0,0
46,2,1,0
27,1,1,2
35,0,0,0
43,2,1,0
33,1,2,0
37,2,1,0
29,1,1,0
34,4,0,0
36,2,4,0
38,0,0,0
31,0,0,1
37,0,1,0
33,4,5,1
32,1,1,0
29,0,1,0
32,1,3,0
23,4,1,0
34,0,1,0
43,1,2,0
50,0,0,0
