Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
28,6,1,1
37,1,1,0
45,1,2,0
24,2,1,0
47,1,0,0
36,3,3,1
37,1,1,0
43,1,2,0
19,1,13,0
41,1,3,1
30,0,10,0
38,0,0,0
38,2,0,0
35,2,0,0
31,1,1,2
39,1,1,0
51,2,1,2
43,3,2,0
36,1,3,0
37,0,3,0
28,0,0,0
29,0,3,0
31,2,5,0
33,1,0,0
45,2,1,0
50,3,2,0
43,0,1,0
37,0,2,0
35,0,0,0
40,0,1,1
39,0,1,0
38,4,2,0
30,1,1,1
38,1,2,0
42,0,2,0
44,2,2,0
40,4,2,1
44,7,1,0
33,0,3,1
39,4,1,0
30,2,6,2
46,0,0,0
36,3,0,2
23,2,19,1
38,2,3,0
34,2,1,0
25,0,11,0
32,3,2,0
41,5,0,0
31,1,3,0
50,1,3,0
33,2,1,0
29,2,2,0
33,3,1,0
41,1,1,0
29,0,4,0
43,1,0,0
44,2,0,0
38,1,1,0
40,3,3,0
40,4,2,0
41,0,1,0
32,1,2,0
29,1,2,0
37,0,0,0
38,1,2,0
37,0,0,0
36,3,0,1
39,1,0,0
43,2,0,0
45,2,2,0
33,0,2,0
35,2,3,0
39,2,2,0
31,2,0,0
33,1,0,1
52,4,0,1
40,5,2,0
32,1,0,0
30,3,1,0
33,2,1,0
34,3,0,0
44,0,1,0
30,2,1,0
31,5,2,0
24,2,1,1
45,1,1,0
25,2,4,1
37,1,2,0
7,4,13,6
37,0,1,0
29,1,1,0
40,1,9,0
31,0,1,0
39,3,3,0
35,1,0,1
13,0,19,0
36,3,1,0
28,3,0,1
42,1,2,0
43,2,0,0
46,0,1,1
46,3,1,0
33,0,7,0
43,2,2,0
32,1,3,0
43,3,0,0
30,2,2,0
25,2,6,0
44,2,0,0
46,0,1,0
38,1,1,0
38,1,5,0
29,10,3,1
38,0,2,0
38,1,0,0
30,0,2,0
36,0,2,1
40,2,3,0
35,4,0,0
34,1,1,0
48,0,1,0
39,1,0,0
39,3,3,0
39,3,1,0
38,3,4,0
32,3,0,0
27,5,0,0
36,3,1,0
33,1,1,0
40,1,1,0
24,1,2,0
43,1,3,0
32,1,1,1
35,1,2,0
42,1,2,0
37,1,1,0
32,1,4,0
31,8,1,0
39,1,2,0
6,5,28,9
42,1,0,0
34,2,4,0
37,0,1,0
32,1,3,1
31,0,0,0
16,2,23,1
28,2,6,0
39,0,3,0
34,1,10,0
33,0,2,0
30,2,3,0
30,0,0,1
35,1,1,0
30,2,1,0
34,3,1,0
36,1,4,0
24,7,2,0
35,3,1,1
37,0,3,0
44,2,1,0
45,1,2,0
40,4,1,0
42,1,2,0
28,5,1,0
32,1,2,0
47,0,1,0
25,0,0,0
27,8,1,2
43,3,3,0
25,0,5,0
39,0,2,0
28,0,1,0
38,2,3,0
30,0,0,0
30,2,2,0
33,2,3,0
27,4,1,0
39,0,3,0
27,2,1,0
38,0,1,0
38,2,1,0
42,1,3,0
33,0,3,1
36,1,0,0
35,3,0,1
36,3,4,0
31,0,3,0
48,1,1,0
36,1,0,0
31,1,2,0
39,0,1,0
35,1,1,1
27,2,2,2
35,3,3,0
40,1,1,1
35,1,5,1
31,1,7,0
39,3,1,0
36,8,2,0
40,1,0,0
37,1,2,0
45,3,2,0
41,2,0,0
34,0,4,0
32,1,4,0
47,4,2,0
26,1,1,0
36,3,0,0
43,0,1,0
26,1,11,1
25,1,5,0
41,0,3,0
36,1,1,0
40,1,1,0
38,0,2,0
47,2,1,0
33,1,2,0
47,0,0,0
44,2,2,0
31,2,1,0
35,4,2,0
37,0,0,0
34,6,1,0
27,1,0,1
39,0,3,1
35,3,2,0
28,1,2,0
36,6,0,0
47,0,1,0
28,1,5,0
43,1,2,0
39,1,2,0
35,1,0,0
33,1,2,0
44,2,3,0
27,2,1,0
36,1,4,1
36,1,5,0
36,2,1,0
35,0,0,0
31,3,2,0
31,1,2,0
38,1,1,0
34,0,1,0
18,1,18,0
38,0,0,0
47,1,3,0
45,3,2,0
40,0,0,0
28,0,0,1
34,2,1,0
32,2,0,0
28,14,3,0
39,1,3,0
34,3,1,0
32,2,3,0
34,2,1,0
29,1,4,0
31,0,2,0
38,2,2,0
36,2,0,0
40,3,1,1
39,1,1,0
29,0,5,0
35,1,2,0
41,0,1,0
41,0,1,0
39,0,0,0
49,2,1,0
36,1,0,0
24,2,0,0
23,8,2,0
33,2,2,0
40,1,3,0
41,1,2,0
37,0,0,0
33,1,1,0
34,1,5,0
34,3,4,0
33,3,4,0
