Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
46,1,4,1
41,1,1,3
41,2,1,1
35,2,3,0
29,1,2,1
31,1,1,0
36,0,3,2
37,1,0,0
44,0,3,1
50,0,1,0
32,1,1,0
32,0,0,0
38,2,1,0
46,2,0,0
43,2,0,0
37,0,1,0
45,0,3,0
32,1,1,0
35,0,2,0
38,0,1,0
41,2,3,2
29,1,1,1
35,1,1,1
30,0,0,0
36,2,1,0
36,2,0,0
36,2,1,0
36,1,0,0
40,2,3,1
33,3,1,1
39,4,2,2
38,4,2,1
27,1,1,0
31,0,0,0
35,2,1,1
36,1,0,0
41,2,1,1
35,5,2,1
30,3,0,1
30,2,4,2
36,2,1,1
38,0,1,0
27,1,1,0
35,0,2,0
39,2,1,1
38,1,0,0
38,2,1,0
34,2,2,0
37,0,1,0
28,2,6,1
42,1,2,0
40,0,3,0
31,1,0,0
34,3,1,0
33,0,2,1
43,2,2,0
37,1,1,0
43,1,1,2
39,1,1,0
35,0,1,0
42,1,0,0
46,1,3,0
44,0,0,0
33,0,2,0
38,0,3,0
37,0,1,1
45,3,0,0
43,4,2,0
44,0,0,0
40,3,0,1
32,1,0,0
34,4,1,0
49,1,1,0
44,1,1,0
42,2,1,0
39,7,0,0
41,2,1,0
40,0,1,0
39,1,0,0
36,1,5,0
36,0,1,0
40,0,3,1
40,3,1,1
32,2,1,3
40,1,2,0
36,2,1,0
40,0,1,0
30,0,2,0
37,2,0,0
40,0,0,0
42,1,0,0
34,1,1,0
40,0,0,2
48,0,2,0
32,1,0,0
48,0,0,1
28,3,0,1
44,3,2,0
42,0,2,0
28,3,1,0
35,0,1,0
41,0,0,2
54,2,0,0
36,3,1,1
32,2,4,0
37,2,0,0
37,0,0,0
35,0,0,1
39,1,0,0
52,0,1,0
56,1,2,1
32,3,0,0
32,1,1,0
38,1,2,0
27,0,0,0
41,0,1,0
35,3,1,0
35,1,1,0
41,1,0,0
40,0,1,0
27,3,1,0
33,0,0,0
31,0,0,0
27,1,3,0
32,1,0,0
