Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
38,2,0,0
29,1,10,0
25,2,0,0
44,1,2,0
27,2,2,0
43,0,1,0
34,2,3,0
32,1,2,0
35,1,3,0
35,2,2,0
47,2,2,0
24,0,10,0
43,1,0,0
35,0,1,0
50,1,3,0
44,3,1,0
35,2,2,0
38,0,1,0
37,3,0,0
40,1,2,0
37,0,2,0
41,2,1,0
39,2,2,0
30,3,2,0
40,0,1,0
45,0,3,0
39,2,3,0
38,3,3,0
29,8,2,0
34,0,1,0
35,1,4,0
16,2,13,0
31,2,5,0
34,0,2,0
42,1,2,0
25,1,4,0
38,1,3,0
47,0,4,0
26,2,1,0
39,2,1,0
37,3,1,0
41,2,1,0
33,2,1,0
34,0,1,0
33,2,2,0
29,1,1,0
31,5,0,0
45,0,1,0
32,4,2,0
33,1,1,0
36,1,1,0
21,9,1,1
49,1,3,0
40,1,0,0
34,2,4,0
38,1,3,0
34,1,1,0
35,0,1,0
40,1,1,0
55,2,1,0
39,0,1,1
33,0,0,0
44,2,1,0
30,1,0,0
38,1,3,0
36,3,0,0
36,1,2,0
38,2,1,1
33,1,4,0
28,1,4,0
26,1,1,0
23,1,9,1
40,0,6,1
34,0,0,0
36,2,2,1
39,1,3,0
37,2,4,0
32,1,1,1
45,2,1,0
52,2,4,0
35,1,0,0
38,3,0,0
38,2,1,0
41,0,0,0
35,2,5,0
33,1,1,0
49,0,2,0
40,1,4,0
38,1,1,0
34,5,4,0
33,1,1,0
36,0,2,0
44,2,1,0
37,0,3,0
41,1,5,0
34,1,2,0
34,1,3,1
33,4,1,0
34,1,17,0
34,1,2,0
37,0,1,0
48,0,1,0
40,3,1,0
32,3,1,0
46,1,5,0
34,1,1,0
39,1,4,0
37,0,3,0
43,1,3,0
33,2,1,0
31,1,6,0
29,0,1,0
33,1,1,0
42,3,2,0
20,9,0,1
24,0,19,0
38,2,3,0
28,2,1,0
42,4,3,0
32,2,2,0
34,1,0,1
26,4,2,0
