Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
39,1,1,1
23,1,0,0
38,2,0,0
39,0,2,0
37,3,2,0
37,2,10,0
48,3,2,0
28,2,2,0
37,1,2,0
42,1,1,0
34,1,0,0
35,3,1,0
37,4,1,0
38,1,1,0
37,1,0,0
36,1,1,0
43,4,1,0
36,2,1,0
35,0,1,0
42,2,1,0
37,4,2,0
39,2,2,1
40,0,1,0
41,0,6,0
47,0,0,0
32,2,3,0
43,3,1,0
33,1,0,0
38,1,2,0
36,0,2,0
26,2,3,0
37,1,4,0
37,1,0,0
45,2,0,0
44,1,3,0
30,1,1,0
42,3,0,0
43,2,0,0
19,11,0,0
38,0,2,0
34,2,3,1
37,1,3,0
37,0,2,0
30,1,2,0
34,2,3,0
29,4,2,0
42,1,0,0
37,1,2,1
37,1,3,0
30,2,3,0
34,2,2,0
38,0,2,0
22,0,0,1
42,1,0,0
39,3,0,0
34,0,2,0
33,2,2,2
34,1,2,0
41,4,2,0
33,2,6,1
31,0,2,1
49,0,1,0
36,1,2,1
24,1,9,0
37,0,4,1
34,0,1,0
22,0,5,1
30,2,0,0
37,1,1,0
35,0,1,0
35,0,1,0
36,3,1,0
40,0,2,1
39,0,0,2
34,4,3,0
34,0,5,1
45,4,2,1
28,1,3,0
37,3,0,0
34,0,0,0
49,0,2,0
37,1,4,0
46,0,0,0
32,1,3,0
31,2,1,0
29,6,1,0
45,1,3,0
34,1,0,0
36,1,1,0
31,0,3,0
41,1,1,0
51,1,2,0
41,1,2,0
32,0,2,0
36,0,1,0
37,0,1,0
36,2,1,0
39,1,3,0
35,2,1,1
25,0,1,0
47,1,2,0
26,1,3,0
20,2,4,1
41,1,3,0
49,1,1,1
47,4,2,0
38,1,5,0
32,0,0,0
36,1,3,0
45,1,1,0
33,0,0,0
40,1,3,0
31,2,3,0
34,2,1,0
33,1,4,0
32,0,3,0
37,0,0,0
31,1,4,1
31,0,5,0
27,0,0,0
33,3,2,0
37,1,0,0
30,2,1,0
32,1,2,0
44,0,3,0
25,7,0,0
28,1,3,0
26,14,0,0
42,0,0,0
45,1,1,0
42,0,0,0
44,0,1,0
35,1,1,0
35,0,1,0
40,1,2,0
38,1,1,0
30,2,4,0
36,0,7,0
39,2,0,0
36,2,1,0
48,0,2,0
33,1,1,0
50,1,1,0
33,2,1,0
30,2,4,0
41,3,0,1
34,1,1,0
30,2,0,0
34,1,2,0
39,1,1,0
43,3,2,2
33,0,2,1
37,0,1,0
37,4,2,0
40,2,3,0
40,3,1,0
43,0,3,0
32,0,5,1
34,0,0,0
40,1,1,0
25,11,2,0
36,2,2,0
29,3,16,0
42,1,1,0
38,0,1,0
32,1,1,0
43,4,1,0
40,2,4,0
40,2,0,0
43,1,1,0
39,1,1,0
38,3,3,0
46,1,2,0
43,1,3,1
42,2,2,0
38,2,0,0
43,5,1,0
45,3,1,0
41,1,0,0
38,2,0,1
44,2,0,0
34,1,3,0
38,3,1,0
36,4,2,0
28,1,0,0
29,3,0,0
50,1,1,0
32,0,0,1
43,0,3,0
32,1,1,0
38,0,0,0
42,1,1,0
53,1,0,0
43,2,1,0
38,0,0,0
38,1,0,0
43,0,0,1
33,1,1,0
43,2,2,0
26,2,3,0
30,2,7,0
41,1,0,0
43,3,2,0
44,0,1,0
26,5,0,0
31,1,4,0
35,2,1,1
31,1,0,0
33,6,4,0
29,2,1,0
48,4,2,0
38,2,0,0
32,1,0,0
36,1,1,0
32,4,2,0
39,2,1,0
28,0,2,0
33,10,3,0
29,2,1,0
20,6,4,1
37,5,1,0
37,1,4,0
31,0,2,0
35,0,0,0
42,2,0,0
31,2,0,0
49,1,1,0
43,1,1,0
42,0,2,0
32,10,1,1
45,3,4,0
24,2,4,0
26,4,1,0
36,1,1,1
41,1,0,0
35,1,5,1
28,1,0,0
33,2,4,0
31,0,1,0
30,0,11,0
27,6,1,0
47,0,1,1
45,3,2,0
37,3,0,0
35,0,0,0
28,2,1,0
50,5,3,0
33,0,0,0
34,0,3,0
35,5,0,0
45,0,2,0
36,2,3,0
38,2,4,0
35,0,0,0
40,2,3,0
38,2,1,0
36,4,4,1
33,0,0,1
37,2,1,0
35,2,1,0
38,0,2,0
39,0,2,0
36,2,2,0
36,2,1,0
42,1,6,1
34,1,1,0
32,2,0,0
43,2,3,1
