Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
12,8,13,13
27,1,15,3
36,1,0,0
35,2,1,0
34,2,2,0
31,0,1,0
44,4,2,0
40,2,0,0
35,3,2,0
34,1,1,0
36,1,1,0
20,0,10,1
31,2,1,0
26,0,7,1
37,2,2,0
49,3,0,1
18,13,1,1
41,2,3,0
39,1,3,0
26,3,3,1
32,1,1,0
31,11,2,1
38,3,1,0
35,4,3,0
32,2,1,0
34,3,0,0
41,1,1,0
46,1,1,0
27,2,1,1
22,2,12,1
38,1,2,0
41,2,2,0
42,4,0,0
22,0,15,1
42,0,0,1
39,0,2,0
42,0,3,0
39,1,3,0
32,2,0,0
36,4,0,0
36,1,0,0
35,1,3,0
36,4,1,0
32,1,1,0
37,4,1,0
51,4,2,0
13,10,7,3
23,3,2,1
26,3,3,1
30,1,12,0
39,1,1,0
34,10,0,0
40,1,1,1
37,4,1,1
36,4,1,0
31,4,2,0
36,0,4,0
36,0,0,0
37,2,3,0
33,1,2,0
33,1,2,0
40,1,1,0
40,1,0,0
42,0,2,1
49,2,3,1
43,1,1,0
39,2,2,1
45,1,1,0
28,1,2,0
38,2,1,0
33,5,3,1
34,2,2,0
41,1,4,1
42,0,2,0
31,1,1,0
31,2,3,0
41,0,2,0
36,1,1,1
29,3,5,0
34,1,1,0
46,0,0,0
37,3,1,0
29,1,3,0
49,2,1,0
33,1,2,0
36,4,0,0
30,2,2,0
35,1,3,1
40,1,1,0
26,2,7,0
33,1,0,0
31,11,1,2
38,0,0,0
32,1,0,0
37,0,2,0
40,4,1,0
39,3,2,0
32,0,1,0
28,3,2,0
44,3,0,0
25,0,2,0
40,3,4,0
49,4,0,0
36,2,0,0
27,1,3,0
37,2,0,0
48,3,2,0
24,1,1,0
42,2,4,0
39,3,1,0
39,0,2,0
38,4,1,1
33,3,2,0
32,0,2,0
30,2,1,0
47,3,1,0
42,1,1,0
35,1,0,1
32,3,2,1
36,1,2,1
42,1,0,0
28,3,0,0
43,3,1,0
37,3,2,1
34,3,0,1
32,3,1,0
47,0,1,0
28,1,3,1
37,2,0,0
51,2,1,0
40,0,2,0
31,0,5,0
44,1,0,0
23,4,1,0
36,2,1,0
32,0,2,0
40,3,3,0
26,2,0,0
44,1,0,0
47,5,3,0
30,1,2,0
35,0,1,0
36,1,0,0
42,2,4,0
31,2,2,0
39,1,1,0
41,3,3,0
53,4,4,0
31,4,1,0
32,4,3,0
51,1,0,0
43,1,0,0
42,4,3,0
32,9,0,0
28,14,0,1
36,4,1,1
