Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
45,2,1,0
29,1,0,0
28,9,1,2
36,3,1,0
35,3,0,0
39,2,1,0
36,2,1,0
34,0,1,0
31,5,2,0
34,6,3,1
35,1,3,0
33,0,1,1
35,1,3,1
34,0,1,0
33,0,4,0
31,2,0,0
45,0,1,0
43,1,1,0
35,5,0,0
36,4,0,0
42,2,0,0
35,1,0,0
44,1,1,0
48,6,0,0
48,0,0,0
41,2,1,1
32,1,1,0
36,2,0,0
30,3,1,0
35,4,2,0
38,10,1,0
32,5,0,1
33,1,0,0
34,1,1,0
35,2,2,0
27,3,1,0
38,0,2,0
37,4,1,1
43,1,2,0
45,1,1,0
37,1,3,0
29,1,2,0
49,0,0,0
38,2,0,0
38,5,2,0
41,2,0,0
47,1,1,1
44,4,2,0
39,1,0,0
35,1,0,0
25,1,0,0
32,0,0,0
32,2,0,0
33,3,2,0
31,5,0,0
38,0,2,0
50,3,1,0
32,2,4,0
35,2,0,0
33,8,1,0
32,8,0,0
43,4,2,0
40,4,2,0
37,0,1,0
25,4,0,0
39,3,0,0
28,3,2,0
28,1,2,0
23,7,1,2
37,1,1,0
29,3,1,0
32,1,0,0
29,1,0,0
47,1,1,0
37,1,1,0
47,3,0,0
27,3,3,0
39,0,1,0
45,1,2,0
27,1,0,0
27,11,0,0
45,1,1,0
48,2,0,0
39,0,1,1
40,0,1,0
43,0,0,0
34,1,0,0
40,1,2,0
32,0,0,0
45,1,1,1
39,1,0,0
34,1,0,0
45,1,0,1
28,2,1,0
31,2,0,0
35,0,2,2
24,9,2,0
34,1,1,0
37,2,0,0
32,0,2,0
43,1,0,0
26,8,1,1
29,1,0,0
47,12,1,1
30,1,1,0
21,4,0,0
46,4,3,0
41,1,1,0
35,4,1,0
27,6,0,1
31,12,0,0
39,2,0,0
36,2,2,0
25,3,2,0
33,3,2,1
35,2,1,0
36,0,2,0
39,0,0,0
28,0,0,1
43,2,0,0
35,2,1,0
25,2,2,0
42,2,1,0
43,2,1,0
35,2,0,0
43,0,1,0
46,1,1,0
32,3,0,0
41,3,1,0
28,5,0,0
40,2,0,0
34,0,0,0
35,2,1,0
42,3,1,0
35,2,0,0
34,5,2,1
38,0,1,0
33,1,1,1
42,1,1,0
36,0,0,1
32,0,0,0
42,0,2,0
30,11,0,0
46,3,3,0
44,1,0,0
43,1,0,0
33,2,0,0
38,2,1,0
34,6,0,0
37,2,1,0
33,8,3,0
34,1,3,0
43,3,1,0
41,0,0,0
50,1,2,1
29,9,0,1
43,2,2,1
36,1,1,0
44,4,1,0
37,1,0,0
38,4,4,0
40,8,1,1
43,0,3,0
30,1,1,0
38,1,2,0
34,1,1,0
39,0,0,1
40,2,0,0
41,0,1,0
41,3,0,0
40,1,0,0
35,3,1,0
44,3,0,0
37,5,0,1
26,3,1,2
39,1,1,0
34,3,2,1
33,5,0,0
37,4,0,0
38,0,0,0
31,3,0,0
47,0,0,0
40,1,0,0
26,3,0,0
35,2,1,0
34,2,0,0
30,1,1,0
38,2,1,0
27,4,1,0
43,3,0,1
34,2,1,0
25,12,1,0
36,0,1,0
33,9,0,1
36,2,2,1
54,2,0,1
52,2,2,0
41,4,1,0
37,4,0,0
41,0,1,0
49,1,2,0
19,3,1,1
40,6,1,0
33,1,0,0
35,2,2,0
30,2,0,0
42,2,1,0
39,1,0,0
36,4,1,0
40,3,1,0
25,2,3,1
32,0,0,0
37,2,2,0
24,5,1,1
40,2,0,0
33,2,4,0
36,0,1,0
32,1,0,0
25,0,1,0
46,2,0,0
33,2,1,1
29,0,1,0
31,4,0,0
35,0,0,0
31,3,0,0
33,4,0,0
44,1,1,0
33,1,0,0
43,4,1,1
29,3,1,0
33,1,0,0
37,1,2,0
42,1,3,0
37,0,0,0
39,2,0,0
44,2,2,0
33,1,1,0
41,3,0,0
48,3,0,0
29,2,0,0
32,5,2,0
35,8,2,2
46,0,1,1
44,2,2,0
35,2,2,0
41,0,1,0
44,0,2,0
39,4,2,0
44,1,0,0
32,1,2,0
33,1,1,1
46,5,1,0
25,9,1,1
35,1,1,0
35,0,0,0
37,2,1,0
40,0,2,0
28,2,2,0
37,0,0,0
35,0,2,0
37,1,0,0
30,2,1,0
43,2,1,3
38,1,1,0
