Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
31,3,1,0
35,1,3,0
39,5,1,0
45,1,1,0
42,3,3,0
30,1,2,0
38,1,1,0
47,1,1,0
31,3,1,0
41,1,2,0
47,2,3,0
36,2,4,0
34,1,4,1
31,1,2,1
9,0,33,1
32,5,1,0
40,1,2,0
32,1,1,0
27,2,2,0
35,0,2,0
18,1,12,6
41,0,0,0
39,2,2,0
35,3,0,0
38,2,3,0
36,1,3,1
33,2,3,1
41,1,2,0
40,4,1,1
36,4,0,0
41,3,2,0
35,1,3,0
28,3,4,0
45,1,1,0
27,2,4,0
40,2,3,0
32,3,4,0
30,4,0,1
33,2,3,1
35,1,1,0
31,1,1,0
27,1,1,0
28,3,2,0
29,0,20,1
41,1,0,0
48,0,1,0
34,2,2,1
37,1,0,0
42,1,1,0
28,2,2,0
32,0,6,0
44,2,1,0
53,2,2,0
36,2,1,0
34,1,1,0
40,1,6,1
35,0,1,0
32,1,0,0
33,0,6,1
44,1,3,1
35,1,4,0
33,0,3,0
34,1,1,0
33,3,1,0
42,0,1,0
44,0,3,0
46,1,1,0
41,1,5,0
43,0,5,1
32,0,5,0
33,2,1,0
40,1,3,1
35,2,1,0
37,0,3,0
38,0,2,0
32,0,2,0
38,3,3,0
33,0,2,0
32,3,1,0
34,2,0,1
38,3,2,0
32,1,5,0
41,2,1,0
40,0,2,0
32,1,1,0
42,1,2,1
45,1,0,0
41,0,1,0
29,0,10,0
30,3,3,0
26,2,2,0
37,0,9,1
39,1,2,0
25,11,1,1
16,1,12,0
36,0,2,0
37,1,2,0
43,2,2,0
39,6,1,1
38,3,2,0
41,1,5,0
31,1,2,0
32,0,2,0
38,1,1,0
44,2,1,0
36,1,2,0
31,0,1,0
37,1,3,0
38,3,1,2
40,1,1,0
28,0,0,0
32,0,9,0
46,3,2,0
42,3,2,0
30,2,0,1
39,1,0,0
33,1,1,2
29,0,0,0
37,1,0,1
35,1,0,0
42,0,4,0
30,0,4,0
54,0,4,0
43,1,2,0
33,3,1,0
34,3,0,0
27,2,3,1
32,2,0,0
41,1,0,0
42,2,2,0
46,2,2,0
33,1,1,1
32,1,1,0
32,1,3,0
31,1,1,0
26,3,1,0
25,2,1,1
33,12,1,1
33,0,2,0
29,2,1,0
36,1,2,0
41,0,1,0
40,1,0,0
42,2,2,0
43,1,1,0
35,0,1,0
42,1,2,0
33,0,2,0
35,2,2,0
42,3,1,0
47,1,3,0
31,0,2,0
45,0,1,0
31,1,3,0
30,3,3,1
39,1,2,1
30,4,0,0
25,1,1,0
32,2,3,0
30,2,2,0
44,0,2,0
46,1,2,0
34,4,2,0
41,2,1,0
34,1,1,0
37,0,2,0
41,6,1,0
42,1,1,0
32,2,2,0
27,0,2,0
38,0,2,0
29,0,1,0
33,2,2,0
36,2,2,0
28,1,2,0
49,3,2,0
37,1,0,0
34,1,1,0
34,0,1,1
45,0,4,0
39,2,5,0
33,0,1,0
31,12,2,0
37,0,2,0
45,2,1,0
57,1,0,0
35,1,2,0
46,2,3,0
39,0,0,0
34,3,1,0
33,3,1,0
41,3,3,0
36,1,0,0
40,2,1,0
47,0,1,0
37,1,1,0
43,2,2,0
40,2,3,0
33,1,2,0
36,4,3,1
34,0,1,0
33,2,1,0
38,0,0,0
38,0,2,0
35,1,3,0
43,2,2,0
38,0,6,0
49,0,2,0
36,0,1,0
36,1,2,0
51,0,0,1
38,0,3,0
25,2,1,0
42,0,0,0
31,1,2,0
38,1,2,0
31,1,0,0
37,1,1,1
36,0,1,0
39,1,4,0
42,2,3,0
42,2,2,0
26,2,1,1
33,2,3,0
39,2,2,0
30,1,1,2
37,2,1,0
25,6,1,0
48,1,1,0
29,2,1,1
27,1,0,0
36,0,2,0
41,2,3,0
39,1,2,0
30,1,3,0
47,2,3,1
30,0,4,0
42,1,1,0
36,2,2,0
33,1,0,0
46,2,1,0
32,0,2,0
38,2,1,0
43,0,2,0
30,1,1,0
36,9,2,0
32,0,2,0
34,2,1,0
35,0,0,0
38,0,1,1
36,3,0,0
33,2,1,0
38,0,0,0
37,0,0,0
32,0,0,0
40,1,1,0
47,4,1,1
34,2,1,0
44,1,2,0
40,1,3,0
40,0,1,1
48,0,2,0
34,0,1,0
24,1,2,0
23,1,6,0
33,3,3,0
31,1,2,0
46,0,0,0
34,0,0,0
36,1,2,0
38,1,5,0
