Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
40,3,1,0
9,17,1,1
43,2,2,0
27,2,2,1
22,1,16,0
32,2,2,1
38,3,2,0
48,3,0,0
39,2,1,0
39,3,1,0
31,1,3,0
45,3,0,0
34,1,3,0
38,0,1,1
39,2,3,0
41,1,3,1
40,0,4,0
38,0,2,0
31,4,2,0
26,2,2,0
34,1,1,3
45,2,3,0
38,2,3,0
41,5,0,0
28,1,0,0
37,3,0,0
39,3,1,1
40,3,3,1
38,2,5,1
39,0,3,0
36,2,3,0
43,2,1,0
37,1,1,0
32,4,0,1
44,3,3,1
41,0,3,1
39,1,2,0
42,1,1,2
36,1,1,0
21,2,1,0
41,1,0,0
32,2,3,0
32,1,4,0
45,0,6,0
38,3,1,0
37,1,1,0
33,0,1,0
36,1,2,0
36,4,2,0
39,3,4,0
33,3,1,0
35,3,3,0
38,5,3,1
37,1,1,0
42,1,1,1
30,1,2,0
37,3,0,0
50,0,1,0
27,3,1,0
28,2,2,0
32,4,0,0
35,3,1,0
39,2,1,0
33,1,3,0
31,0,2,0
49,3,4,0
34,0,3,0
31,0,2,0
28,1,1,0
36,1,2,0
34,2,5,0
47,0,2,0
30,1,1,0
40,0,1,0
32,1,0,0
32,3,5,0
35,2,2,0
32,1,4,0
34,3,1,1
32,4,2,0
37,0,1,0
27,15,0,1
41,4,0,0
33,2,3,0
36,1,4,0
29,1,2,0
41,0,6,0
37,1,3,0
35,3,1,1
39,2,1,0
39,0,0,0
38,5,0,0
34,1,4,0
37,3,3,0
47,0,1,0
30,3,1,0
40,4,0,1
38,5,4,1
37,5,0,0
32,5,3,0
32,0,0,0
30,2,2,0
34,1,4,0
47,0,1,1
49,2,4,0
38,1,0,0
30,0,2,0
44,2,2,0
46,0,3,1
36,1,2,0
31,0,0,0
45,3,2,0
27,2,1,1
29,8,2,1
33,1,0,0
31,1,8,1
35,15,0,1
30,3,2,0
40,3,1,0
31,6,0,1
38,0,1,1
22,13,2,0
37,1,1,0
33,0,2,0
37,2,3,0
52,1,2,0
36,4,2,0
43,0,1,0
38,2,2,0
37,0,2,0
32,1,2,0
34,1,4,0
35,0,0,1
42,1,2,0
39,3,1,0
35,2,2,0
29,2,3,0
34,2,0,0
34,3,3,1
34,4,1,0
31,2,3,0
34,2,6,0
37,4,2,0
