Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
44,2,1,1
30,4,1,1
39,1,1,0
36,2,3,0
41,0,0,0
34,2,3,1
37,3,1,0
33,0,1,0
29,1,13,0
33,4,0,0
27,1,3,0
35,9,1,1
38,0,0,0
46,2,2,0
34,2,0,0
37,1,1,1
22,2,2,1
36,2,0,0
26,2,0,1
32,2,2,0
34,1,0,0
39,4,2,1
34,2,2,1
39,0,2,0
36,0,2,0
31,0,0,0
50,1,3,0
38,1,0,0
35,3,2,0
37,2,2,0
37,5,1,0
36,3,2,0
39,0,3,0
41,3,3,0
44,0,2,0
41,2,0,0
31,1,3,2
37,4,1,0
30,2,2,1
45,2,3,0
29,5,3,0
36,2,2,0
30,3,6,1
29,1,11,1
27,1,2,0
43,1,4,1
36,4,2,0
49,2,2,0
39,3,1,0
30,4,2,0
48,1,3,0
37,1,1,1
30,1,1,0
41,0,1,0
34,0,2,0
22,2,15,0
32,2,1,0
24,3,4,0
38,0,1,1
23,1,12,2
41,0,1,0
35,1,6,0
32,2,2,0
42,2,2,0
49,3,1,0
40,3,0,1
42,2,3,1
33,1,2,0
35,1,0,0
35,1,1,0
27,6,2,0
42,2,1,0
44,2,1,0
41,0,1,0
39,2,0,0
31,2,4,1
40,1,1,0
32,4,0,0
27,1,3,0
34,2,0,0
34,3,2,0
34,2,4,0
27,2,1,0
35,1,1,0
39,3,1,0
32,1,1,0
41,2,2,0
32,1,2,0
45,1,1,0
44,0,1,0
24,18,0,1
31,5,0,1
42,1,2,1
37,4,0,0
40,3,1,0
28,1,3,0
45,1,1,0
43,2,1,0
33,2,1,0
26,3,1,0
35,1,2,0
43,2,2,0
37,1,1,1
33,1,0,0
30,2,3,0
38,0,0,0
23,12,2,2
32,1,6,1
30,4,1,0
27,1,5,0
40,3,1,0
53,1,1,0
31,2,1,1
32,1,3,0
23,0,4,1
33,2,0,0
31,2,4,0
35,3,1,0
45,0,2,0
36,4,0,0
17,18,0,1
28,1,5,0
40,7,2,0
30,3,3,0
43,2,0,0
37,2,2,0
31,2,0,0
32,3,1,0
37,2,3,0
28,3,1,0
27,1,0,0
11,1,17,2
22,11,2,1
38,4,2,0
29,1,2,0
38,0,2,0
29,2,0,1
39,3,0,1
34,0,0,2
37,1,0,0
30,1,0,0
36,2,2,0
41,0,6,0
35,2,13,1
32,1,1,0
26,1,0,0
37,1,0,0
40,2,1,0
37,4,2,0
32,1,1,0
29,2,1,0
40,1,3,0
34,8,1,1
33,1,2,0
28,1,1,0
43,0,3,0
36,4,0,0
33,1,2,0
40,1,2,0
29,1,2,0
42,1,3,0
30,2,6,0
40,4,1,1
49,1,0,1
34,1,0,0
32,1,3,0
36,5,0,0
33,0,6,0
27,0,1,0
40,0,2,0
30,5,2,1
35,3,4,1
41,1,1,0
45,4,0,0
35,1,1,0
42,0,1,2
25,2,1,0
31,2,0,0
47,2,1,0
40,2,2,0
39,0,0,0
38,2,2,0
35,1,1,0
37,0,2,0
30,2,2,0
46,2,1,0
38,4,0,0
43,3,3,0
27,1,12,3
26,2,13,1
27,0,3,0
26,0,3,0
33,3,1,0
40,0,0,0
33,1,1,0
46,3,1,0
38,0,5,0
48,2,2,0
42,2,0,0
40,0,1,0
31,2,2,0
43,4,1,0
44,0,2,0
21,0,20,0
42,1,0,1
36,1,1,0
24,0,3,1
37,2,3,0
44,1,0,0
41,1,0,2
42,1,2,0
40,2,0,0
39,2,4,0
38,3,0,0
33,1,2,0
28,9,6,3
31,1,3,0
33,3,2,0
27,2,2,0
30,3,2,1
34,9,5,0
33,1,2,0
24,0,10,0
29,3,2,1
29,0,2,0
34,1,1,0
33,0,0,1
31,2,1,0
34,1,1,0
38,1,1,0
28,3,1,1
35,2,1,1
37,3,2,1
37,0,0,0
43,3,2,0
40,0,1,0
41,1,2,0
36,2,2,0
38,0,1,0
32,2,2,0
31,1,0,0
45,1,0,0
38,1,0,0
27,1,1,1
34,2,3,0
28,1,1,0
39,2,0,0
37,1,1,0
29,5,3,0
40,1,1,0
23,0,11,1
42,1,0,0
28,1,0,0
39,2,2,0
23,4,0,0
34,0,2,1
33,3,0,0
30,0,1,0
24,7,1,0
35,0,5,0
34,2,1,1
28,1,1,0
38,0,1,0
48,3,0,0
41,1,1,0
44,1,1,0
34,0,3,0
45,1,1,0
23,9,0,1
55,2,1,1
37,1,1,0
34,2,0,0
39,3,4,0
34,4,3,0
35,7,3,0
36,3,3,0
37,3,2,1
32,1,2,0
38,1,0,0
43,1,0,0
36,0,3,0
40,3,0,0
33,1,3,1
28,1,4,0
37,3,1,0
40,2,2,0
33,3,1,0
34,4,0,0
28,3,0,0
49,2,0,0
23,1,2,0
37,0,1,1
39,4,3,0
38,10,2,2
23,1,1,0
25,1,6,0
30,0,5,1
40,0,1,0
36,0,6,0
32,0,2,0
35,0,1,0
33,1,0,0
30,0,2,1
36,3,1,1
30,2,3,0
43,0,3,0
30,2,13,0
16,14,1,0
39,2,1,0
37,2,3,0
40,3,2,0
38,4,1,0
40,2,1,0
21,3,2,1
37,0,1,0
36,2,1,0
39,2,0,0
47,1,1,1
47,0,1,0
29,3,1,1
43,0,1,0
31,3,1,0
45,1,1,1
38,1,2,0
44,1,1,1
39,5,0,0
37,1,2,0
34,2,1,0
35,2,1,0
41,0,1,0
41,1,1,0
17,0,16,1
45,0,6,0
30,0,2,1
39,1,2,0
39,2,2,0
23,0,11,0
33,1,1,1
24,3,2,0
32,3,3,0
35,1,1,0
42,3,1,1
29,1,2,0
48,2,0,0
37,4,3,0
29,2,1,0
33,2,0,0
34,1,1,0
39,5,0,0
45,0,1,0
26,1,2,0
40,2,5,0
46,1,2,0
32,0,4,0
41,1,0,0
40,3,6,0
38,2,3,0
41,5,1,0
8,29,0,1
30,1,3,0
36,2,2,0
33,0,2,0
27,5,2,0
36,2,3,0
37,2,0,1
44,2,0,0
40,0,1,0
41,0,0,1
39,0,4,0
34,2,0,0
33,0,1,0
35,2,1,0
34,3,2,0
39,1,0,0
38,4,2,0
35,2,0,0
37,8,1,1
33,5,3,0
32,1,0,0
36,0,0,0
23,0,1,0
39,1,1,0
42,2,2,0
37,3,1,0
38,0,2,0
32,3,1,1
37,3,1,0
46,2,3,0
33,0,0,0
30,2,1,0
23,9,0,0
27,1,3,0
34,4,1,0
35,19,1,1
37,6,2,0
35,0,1,0
33,2,3,0
27,1,0,1
39,0,0,0
34,3,0,0
34,1,1,0
32,2,1,0
41,1,1,1
30,0,3,0
40,1,4,0
31,7,1,0
45,2,2,1
35,2,1,0
31,1,0,0
46,1,1,0
46,1,0,0
42,5,1,0
41,4,1,0
28,0,1,0
39,0,3,0
41,1,0,0
38,3,1,0
24,2,1,0
38,1,1,1
35,3,2,0
30,5,0,3
45,0,3,0
32,4,0,0
47,1,0,0
29,0,6,0
27,0,2,0
36,2,3,0
37,1,2,1
39,3,1,0
41,1,1,0
46,2,1,0
31,0,1,0
38,1,1,0
35,2,1,0
34,8,2,1
30,4,1,0
30,1,11,2
36,2,2,0
42,3,2,0
49,2,4,0
