Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
34,0,0,0
38,1,0,0
31,2,2,2
26,0,13,3
31,1,1,0
42,0,0,0
33,0,1,0
35,1,1,0
42,0,0,0
35,0,2,0
38,1,3,0
44,3,1,1
28,1,4,0
27,2,8,3
38,0,1,0
29,1,3,0
38,0,1,1
50,0,1,0
39,1,0,0
33,1,0,0
32,3,0,1
27,4,5,0
36,4,3,1
36,0,1,1
28,3,0,0
47,1,3,0
35,0,2,1
36,4,0,0
38,0,0,0
42,1,0,0
58,0,3,0
34,1,0,0
40,0,2,0
41,0,1,0
28,0,3,0
30,2,1,0
37,2,3,0
34,1,1,0
33,1,1,0
46,2,1,0
42,2,0,1
34,2,2,2
47,1,1,0
37,0,1,0
30,1,1,0
46,0,4,0
45,4,0,0
34,0,0,0
48,0,3,1
35,1,1,0
35,0,2,0
39,1,3,0
39,1,3,0
40,0,2,0
35,3,6,0
34,3,0,2
21,2,4,2
44,1,7,0
49,1,0,0
38,0,2,0
33,1,3,0
28,0,1,0
46,3,1,0
23,0,4,0
38,1,2,0
43,0,2,0
39,1,0,0
34,1,2,0
42,1,0,1
32,0,1,0
39,0,1,0
29,1,3,1
46,1,2,0
39,0,2,0
29,7,2,0
36,0,1,0
41,2,1,1
26,6,0,1
31,1,0,0
39,0,2,1
42,1,1,0
46,2,2,0
26,0,9,3
24,1,6,0
32,2,0,0
28,1,0,0
39,0,1,0
41,4,2,2
40,2,3,0
31,0,0,1
40,1,0,0
45,1,0,1
37,2,2,0
37,0,2,0
46,0,4,0
34,0,1,0
35,0,2,0
40,1,2,0
37,1,2,0
43,0,1,1
40,0,2,1
29,0,2,0
40,2,1,0
28,0,5,0
30,3,2,1
46,3,1,0
38,1,1,1
35,2,2,2
29,1,2,3
29,0,2,0
34,0,3,0
29,2,2,0
35,0,1,0
41,1,0,0
38,1,4,0
45,0,3,1
35,0,2,0
46,2,2,0
33,2,0,0
37,0,4,0
44,0,1,0
32,2,0,0
47,0,2,0
25,1,2,0
53,0,2,0
43,0,0,0
32,5,1,0
25,3,4,1
25,3,1,0
38,0,3,0
36,0,11,2
26,1,2,0
34,4,1,0
34,0,1,0
31,3,0,0
23,1,2,1
23,2,10,2
35,0,3,1
46,0,3,0
37,2,2,0
34,0,3,1
45,0,1,0
21,2,9,1
37,0,1,0
40,4,2,1
31,3,2,1
29,4,4,1
29,0,1,0
27,2,1,0
49,0,1,0
37,1,4,0
31,2,1,1
39,2,1,0
41,0,1,0
36,0,0,0
35,0,3,0
31,3,2,0
34,0,2,0
44,1,2,0
38,0,4,0
39,1,2,0
32,0,0,0
26,2,1,0
34,2,1,0
44,1,1,0
40,1,2,0
29,0,7,0
36,1,0,0
39,0,2,1
40,1,0,0
48,0,1,0
46,1,1,0
29,2,0,0
27,0,1,0
27,5,4,1
36,5,1,0
41,1,1,1
44,0,2,0
38,2,2,3
34,0,5,0
37,1,2,0
28,1,0,0
39,1,3,0
42,0,1,0
27,2,9,1
44,1,2,0
42,0,1,0
37,2,0,0
34,1,2,0
37,3,3,0
35,2,0,1
39,1,1,1
42,3,1,0
47,1,3,0
33,1,1,0
33,1,11,3
38,1,1,1
27,4,8,2
36,1,1,0
35,1,1,0
30,0,0,0
33,0,2,0
33,2,2,1
39,0,2,0
27,1,12,1
47,1,2,0
32,2,3,0
35,1,2,0
43,2,2,0
31,0,6,0
37,2,3,2
35,0,3,1
27,2,0,0
34,5,1,0
36,2,3,0
39,0,3,1
41,0,1,0
42,1,4,0
33,0,3,0
34,4,1,2
32,0,2,0
34,3,1,0
40,0,3,0
37,0,2,0
33,2,2,0
27,2,2,0
22,4,1,1
38,3,4,0
29,2,3,1
43,0,1,0
45,0,1,0
43,1,0,0
36,1,1,0
42,0,1,0
30,0,1,1
34,1,0,2
38,3,1,0
35,0,2,0
38,0,1,0
42,4,2,0
32,0,0,0
42,0,2,0
48,0,0,0
40,0,0,0
32,2,1,0
35,1,0,0
33,1,8,9
41,2,0,0
26,2,0,1
39,1,2,0
44,1,0,0
40,2,0,0
49,2,0,1
43,2,2,1
31,1,1,0
36,0,2,0
35,3,1,0
27,0,1,0
32,0,1,0
35,1,1,0
31,4,8,2
37,3,0,0
33,0,3,0
37,2,1,0
44,1,3,0
33,1,0,2
31,2,4,3
48,1,2,0
40,5,2,1
29,0,2,0
38,0,0,0
38,5,1,1
30,2,5,1
21,2,4,1
38,11,1,1
29,5,3,2
31,1,0,1
29,0,0,0
42,0,1,0
28,1,2,0
44,6,2,1
30,1,5,0
38,1,3,0
41,3,0,1
33,0,1,0
31,4,3,4
33,8,0,0
50,3,3,0
37,0,1,0
39,1,0,1
35,1,2,1
36,2,3,1
39,0,2,0
39,0,0,0
32,2,0,2
37,0,1,0
27,1,2,0
41,0,0,0
41,0,0,1
40,1,0,0
31,2,1,0
43,2,1,0
26,0,6,2
37,1,1,0
33,0,3,0
30,2,2,0
37,0,2,0
29,3,2,1
33,2,2,0
28,2,4,0
46,2,2,0
43,1,2,1
37,3,2,0
41,0,1,0
36,3,3,0
