Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
36,2,0,0
35,0,1,0
34,2,0,0
38,3,2,0
45,0,1,0
48,2,0,0
35,2,4,0
35,0,0,0
49,1,2,0
48,0,1,0
27,0,0,1
50,0,3,1
31,3,3,0
29,2,0,0
40,2,0,0
47,1,1,0
35,0,2,0
36,2,1,0
44,2,0,0
29,4,0,1
40,0,2,0
38,1,1,1
30,0,0,1
46,3,1,1
34,2,0,0
42,5,1,0
31,0,1,1
35,2,1,0
33,3,0,1
31,0,0,0
38,2,0,1
35,3,3,0
44,7,2,0
31,1,4,1
35,2,1,0
45,1,1,0
39,0,0,3
41,3,0,0
35,0,1,0
49,3,4,0
34,1,3,1
29,1,4,0
31,1,3,0
27,0,7,1
32,5,1,0
27,0,0,0
46,1,1,0
45,0,0,0
29,2,3,0
49,1,2,0
42,0,1,0
31,1,3,3
32,1,5,1
42,2,2,0
44,0,4,1
27,0,5,0
34,0,0,0
39,1,0,0
44,3,2,0
41,1,0,0
33,1,3,0
43,1,0,0
32,1,0,0
44,1,3,0
30,4,3,0
33,5,0,1
36,3,5,0
47,1,1,1
36,2,0,0
37,1,1,0
50,0,9,0
37,2,1,0
33,1,7,1
42,5,0,0
44,1,1,0
36,1,2,0
27,0,2,0
43,3,0,0
39,1,2,0
30,2,0,0
37,1,0,0
33,1,5,0
41,3,4,0
31,4,0,1
45,0,1,0
41,7,0,0
41,0,1,0
36,3,3,0
37,5,4,1
38,2,0,1
41,1,3,0
31,0,2,0
40,2,1,0
40,0,0,0
28,3,8,0
34,3,0,0
33,4,1,0
38,2,1,1
36,2,1,0
36,2,1,0
32,10,1,0
45,7,0,0
41,0,2,0
32,1,0,0
46,0,0,0
50,1,1,0
34,2,3,1
32,0,3,0
40,1,0,0
32,1,2,0
38,1,2,1
40,2,2,0
45,0,3,0
31,2,2,0
47,1,4,1
33,0,0,0
48,1,3,0
51,1,0,0
34,3,3,0
30,0,0,0
32,0,1,0
29,1,7,0
39,2,2,0
