Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
36,1,0,0
25,0,16,3
41,2,0,0
35,0,11,0
35,2,2,0
37,1,1,0
30,4,3,2
30,1,3,0
17,23,0,0
38,1,1,0
21,4,5,3
42,1,2,0
21,2,2,0
29,1,2,1
28,1,2,1
48,2,1,0
38,2,0,0
35,2,1,1
35,2,3,1
29,4,4,0
42,2,2,1
35,5,1,0
34,2,3,0
48,2,3,0
35,0,2,0
30,0,2,0
35,1,3,0
31,0,3,0
40,2,0,0
45,2,1,0
32,2,0,0
30,3,1,0
35,1,10,0
40,3,2,0
28,10,0,1
37,2,1,0
41,0,3,0
34,1,2,0
32,1,0,0
40,2,3,0
37,0,0,0
38,2,1,0
45,2,0,0
33,2,0,1
43,1,2,0
33,1,2,1
35,2,0,0
34,2,3,0
26,0,1,0
43,1,2,0
31,2,5,0
30,4,4,0
36,5,1,0
17,1,22,1
17,0,14,1
33,0,2,0
41,2,3,0
43,0,3,0
39,2,1,0
31,1,2,0
32,0,0,0
29,2,1,0
42,0,2,0
37,3,1,0
38,2,0,0
35,0,6,0
35,0,0,0
38,3,1,0
27,2,4,0
38,0,0,0
39,0,2,0
43,1,3,1
30,6,4,0
40,3,1,0
43,7,4,0
36,0,0,0
40,0,1,0
39,1,1,0
37,1,3,1
45,3,3,1
24,3,1,0
34,1,1,0
46,1,2,0
43,4,2,0
25,1,4,0
34,4,2,0
34,1,2,0
31,2,2,0
8,0,31,1
47,2,0,0
48,4,3,0
23,3,1,0
27,0,3,0
42,5,5,1
41,2,3,0
38,2,1,0
40,1,1,0
37,5,3,0
42,1,2,0
30,2,1,0
33,6,2,0
28,5,1,0
30,1,0,0
38,2,4,0
34,1,0,0
29,2,2,0
45,0,2,0
31,0,2,0
28,4,4,1
22,1,13,2
38,2,0,0
38,3,1,0
36,2,1,0
39,5,2,0
43,2,1,0
41,2,3,0
34,2,1,0
28,0,13,0
27,1,3,1
28,1,2,0
35,4,0,0
24,4,2,0
30,0,0,0
45,2,1,1
45,2,1,0
41,2,2,0
35,0,1,0
33,4,1,1
45,1,4,0
35,3,3,0
32,0,1,0
30,1,2,0
34,2,4,0
37,7,1,0
49,3,2,0
30,1,2,0
43,1,0,0
41,0,3,0
35,4,0,1
37,2,1,0
40,2,4,0
20,1,1,0
23,1,2,0
35,0,2,0
35,3,2,0
25,3,7,2
42,0,0,0
39,1,4,0
25,2,6,0
44,3,3,0
35,3,1,1
34,1,3,0
30,1,9,1
41,1,1,0
44,0,1,0
33,1,1,0
34,2,2,0
36,0,0,0
37,1,1,0
33,1,2,0
37,0,1,2
40,2,5,0
31,3,0,0
50,1,3,0
44,0,0,0
32,2,3,0
37,1,1,0
29,0,1,0
16,6,10,11
47,1,1,0
41,1,1,0
47,0,3,0
38,1,2,0
44,3,3,1
35,1,1,0
25,1,0,0
36,1,2,0
30,0,0,1
35,0,0,0
39,2,1,0
17,7,13,1
34,1,1,0
42,2,2,0
39,1,1,0
36,1,2,0
45,0,1,0
22,2,12,0
30,3,2,1
31,3,1,0
27,2,3,0
41,3,1,0
37,2,4,0
31,0,0,0
34,1,0,0
30,0,4,1
28,1,0,0
45,0,3,0
37,0,0,1
30,3,5,0
27,2,3,0
39,4,1,0
42,1,1,0
31,1,1,0
34,1,2,0
30,4,0,0
32,0,1,0
30,8,1,0
34,2,2,0
32,0,1,1
37,1,2,0
39,1,3,0
40,2,0,0
37,0,1,0
37,3,3,0
40,3,1,0
28,2,1,1
31,4,2,0
35,1,2,0
36,2,5,0
44,2,5,0
45,1,1,1
48,2,4,0
41,1,2,1
19,0,12,0
28,0,1,0
38,8,3,0
38,2,5,0
47,2,0,0
31,1,3,0
36,1,3,0
41,1,1,0
35,2,3,0
38,6,2,0
32,2,1,0
46,0,2,0
41,2,1,0
34,1,2,1
39,1,4,0
43,0,3,0
43,0,0,0
37,2,3,0
27,0,0,0
50,1,1,0
40,1,3,0
36,2,3,0
43,3,3,0
50,0,0,0
19,19,1,2
41,1,0,0
23,1,6,2
32,2,3,0
30,0,3,0
33,4,2,0
35,0,1,0
33,2,1,1
32,2,2,0
27,2,2,0
35,2,1,0
31,1,0,0
34,2,3,0
39,3,0,0
30,2,0,0
32,3,2,0
30,1,6,0
35,0,1,0
35,3,3,0
25,6,1,1
40,1,2,0
37,2,0,0
47,1,3,0
50,2,0,0
35,0,3,0
37,1,1,0
37,3,1,0
37,1,0,0
44,3,3,0
34,2,2,0
38,2,5,0
28,0,0,0
42,3,2,0
37,1,1,0
28,1,0,0
22,1,2,0
37,0,2,0
48,2,1,0
16,4,1,0
38,2,4,0
29,1,3,0
24,3,3,1
48,0,2,0
37,0,0,1
45,2,1,0
43,0,5,0
33,0,4,1
26,1,2,0
42,1,0,0
43,0,2,0
38,3,4,0
37,3,3,0
29,8,1,1
28,1,4,0
40,5,2,0
36,3,1,0
35,2,1,0
34,2,0,0
34,0,2,1
32,1,2,0
40,3,6,0
32,3,0,0
31,1,3,0
32,2,1,0
32,2,2,0
34,2,3,0
37,3,2,1
41,3,0,0
45,1,1,0
28,0,2,0
40,0,7,0
37,3,1,0
36,3,0,0
44,2,2,0
40,3,0,0
31,2,4,0
32,3,3,0
40,2,2,1
40,3,2,0
32,1,3,0
31,1,1,0
43,2,2,0
38,2,6,0
39,3,2,0
40,3,2,0
38,2,0,0
34,5,1,0
34,1,1,2
37,6,0,1
32,3,0,0
23,0,11,0
44,1,2,0
41,2,1,0
44,1,1,0
25,1,4,0
26,9,1,0
32,2,3,0
36,0,2,0
34,0,1,0
44,0,0,0
46,0,1,0
36,3,3,0
35,0,0,0
31,0,5,0
43,5,1,0
30,2,0,0
37,3,0,0
36,1,2,0
45,1,2,0
22,16,0,1
26,3,1,0
28,1,1,0
34,3,3,0
36,3,12,0
32,1,3,0
45,1,1,0
43,0,2,0
37,0,3,0
32,2,1,0
35,1,2,0
27,2,1,0
39,0,0,0
43,2,1,0
41,3,0,0
38,14,1,1
34,1,2,0
32,1,1,0
35,1,2,0
33,2,1,0
29,1,2,0
31,0,1,0
37,1,0,1
31,0,11,3
31,3,2,0
43,2,2,0
41,2,1,0
22,2,10,0
47,1,2,0
34,3,2,0
42,1,1,0
30,1,1,0
34,6,2,0
30,1,3,0
40,1,4,0
38,3,2,0
46,0,2,0
45,2,3,0
45,0,1,0
39,1,0,0
46,1,3,0
37,1,2,0
33,2,2,0
39,3,3,0
37,0,2,0
32,1,2,0
28,0,2,0
33,0,2,1
44,1,0,0
36,1,1,0
32,0,11,1
40,2,1,0
28,0,2,0
32,2,1,0
33,2,1,0
46,3,1,0
37,4,2,0
42,2,3,0
36,4,0,1
36,1,2,0
37,1,2,0
39,1,1,0
27,2,2,0
34,3,4,0
36,3,4,0
43,1,2,0
33,2,2,0
41,0,3,0
40,3,1,1
45,1,0,0
43,0,3,1
25,2,0,0
26,1,13,1
36,1,4,0
27,2,2,0
37,3,2,0
45,3,0,1
35,1,4,0
39,3,2,0
45,1,0,0
41,2,1,0
32,1,9,1
41,1,1,0
43,1,2,0
31,1,1,0
28,1,2,0
28,3,2,0
33,4,1,1
33,2,7,3
47,0,1,2
32,0,2,0
36,1,2,0
31,1,0,0
8,0,24,2
27,4,0,0
33,2,3,0
42,1,1,0
25,0,13,1
33,1,0,0
39,1,2,0
34,0,1,0
38,2,1,0
40,1,2,1
34,3,0,0
45,2,3,1
43,2,3,0
45,5,4,0
48,1,0,1
36,2,3,0
29,7,0,1
15,10,2,0
44,3,2,1
34,0,0,0
36,0,1,1
38,0,0,0
41,0,2,0
9,0,25,1
32,0,6,1
33,1,4,0
35,0,1,0
34,1,1,0
29,0,4,0
37,3,2,0
21,8,0,0
35,0,2,0
38,1,1,0
38,0,2,0
15,35,1,2
27,3,0,0
37,4,2,0
34,1,0,0
32,4,4,0
30,3,0,0
36,1,2,0
26,4,3,0
34,1,2,0
45,3,2,1
33,0,2,0
29,0,12,0
36,1,0,0
25,1,8,0
35,2,1,1
35,1,2,1
38,3,1,0
28,6,4,0
33,1,2,1
35,0,4,0
39,1,1,0
39,1,2,0
41,3,3,1
33,2,1,1
41,1,3,0
21,4,3,0
30,3,1,0
41,1,0,0
41,4,0,0
33,7,3,0
38,0,0,1
38,2,1,1
33,1,0,1
33,3,1,0
42,3,1,1
38,3,4,0
34,2,2,0
12,21,0,2
46,7,0,0
42,1,3,0
34,1,1,1
36,1,2,0
38,1,2,0
34,1,1,1
26,1,1,1
27,0,6,0
26,2,2,0
45,2,10,0
41,2,4,0
47,2,3,0
45,1,1,0
42,1,3,0
38,5,3,2
35,2,3,1
36,0,0,0
21,4,1,0
31,1,2,0
47,3,1,0
42,1,2,1
36,2,0,0
32,1,0,0
34,3,3,0
36,4,0,0
26,0,0,0
34,1,1,0
27,1,1,1
27,1,9,0
21,8,0,2
39,4,0,1
24,0,1,0
44,2,1,0
38,0,0,0
33,10,1,0
45,4,1,1
40,0,2,0
19,7,5,0
40,0,1,0
29,0,1,0
54,1,3,0
30,1,1,0
37,2,1,0
30,2,10,2
26,19,1,1
22,0,6,0
40,0,2,0
14,1,0,0
33,3,2,0
26,17,3,0
33,1,6,0
42,1,2,0
35,0,3,1
42,3,2,0
27,0,2,0
25,4,7,1
37,2,0,0
51,2,1,0
15,3,16,2
30,2,0,0
31,0,3,1
36,0,1,0
30,1,3,1
32,1,0,0
36,0,2,0
33,2,2,1
35,1,2,1
36,0,1,0
34,2,1,1
49,2,1,1
34,3,4,0
24,2,1,1
37,0,2,0
27,0,2,1
48,0,2,0
42,1,1,0
45,1,2,0
44,2,1,0
36,1,0,1
39,0,1,1
37,1,0,0
33,0,1,1
33,1,3,1
35,2,1,0
38,2,0,0
35,1,1,1
36,0,3,0
43,0,2,1
30,7,1,0
37,1,1,0
42,2,4,0
38,2,4,0
36,1,4,0
37,2,1,0
40,0,0,0
40,1,1,1
54,3,1,0
32,3,2,0
27,1,2,0
36,1,4,0
40,5,0,0
43,5,1,0
45,2,1,0
41,2,0,0
36,0,2,0
38,2,3,0
42,3,1,0
37,2,2,1
28,1,3,0
34,4,1,0
44,0,3,0
33,1,4,0
32,2,4,0
25,2,3,0
40,5,3,0
36,4,2,0
35,4,2,0
40,3,1,0
40,1,0,0
27,0,11,2
31,3,2,0
40,2,3,0
40,1,0,1
41,1,1,0
31,1,2,0
35,0,1,0
39,1,1,0
31,4,2,0
34,3,0,0
35,1,1,1
33,0,2,0
26,2,2,0
36,0,2,1
45,0,4,0
36,2,5,0
31,0,4,0
34,3,3,1
29,3,6,1
38,6,1,1
29,12,1,0
26,1,2,0
29,3,2,0
34,1,2,0
27,1,9,1
40,1,1,0
38,2,1,1
36,4,3,0
42,2,1,0
35,1,1,0
31,2,1,0
39,1,0,1
35,0,1,0
34,0,3,0
47,2,0,0
34,2,1,0
37,1,0,0
39,1,2,0
49,2,0,0
30,2,2,0
24,3,1,0
37,0,0,0
39,3,0,0
46,2,6,0
28,2,3,0
23,0,2,0
28,2,2,1
30,1,3,1
15,1,5,1
41,1,4,1
32,12,0,0
33,2,4,1
35,1,2,0
40,2,3,0
32,1,0,0
42,2,4,0
