Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
38,0,2,0
26,5,2,0
28,1,1,0
34,2,1,0
29,2,2,0
51,1,2,0
39,2,1,0
45,0,3,0
31,0,2,1
38,0,2,0
36,1,1,0
44,2,0,0
42,3,0,0
41,2,2,0
34,1,1,0
35,5,1,0
48,1,1,1
37,3,5,0
34,1,1,0
42,3,3,0
36,1,2,0
40,2,5,1
41,2,0,0
28,2,1,0
34,4,0,0
29,0,3,0
35,1,1,0
28,2,2,1
37,2,0,0
38,2,6,0
42,3,1,0
34,3,5,0
35,0,1,0
35,0,3,0
39,2,1,0
38,0,1,0
33,1,1,0
38,3,1,0
39,1,0,0
30,2,1,0
34,2,3,2
39,1,2,0
27,2,4,0
34,1,5,1
50,1,2,0
33,0,13,0
40,3,1,0
49,3,0,0
39,1,0,0
33,0,2,0
49,5,4,1
33,1,2,0
38,1,1,0
27,2,2,0
37,0,1,0
35,2,3,0
48,1,1,0
35,4,0,0
38,4,1,0
34,2,2,0
33,2,0,0
41,2,2,0
38,2,1,0
38,0,3,0
33,2,1,0
49,2,1,0
37,1,1,0
34,3,3,0
33,2,2,0
35,3,1,0
27,11,0,1
29,1,2,0
34,1,2,0
30,3,1,0
26,2,3,0
33,2,2,0
42,2,1,0
21,2,1,0
37,0,0,0
32,3,1,0
39,2,0,0
39,1,1,0
34,1,1,0
29,3,0,0
25,2,0,1
35,6,1,0
33,2,8,1
39,4,2,0
43,3,1,0
36,0,0,0
42,2,0,0
38,0,3,0
41,1,3,0
36,0,0,0
40,1,1,0
44,2,1,0
24,1,0,2
36,2,3,0
33,6,0,1
27,0,2,0
36,1,1,0
35,0,1,0
30,4,9,0
31,0,0,0
23,13,0,1
34,1,1,1
38,4,2,2
35,2,2,0
36,1,1,0
29,1,2,0
44,0,2,0
33,1,2,0
35,0,0,0
32,1,2,0
33,2,1,0
30,3,2,0
44,3,1,0
29,1,1,0
34,1,2,0
29,0,14,0
30,1,0,1
21,13,3,0
32,0,0,0
40,2,2,0
41,0,3,0
31,0,1,0
35,2,1,0
36,0,0,0
44,0,2,0
31,3,2,0
37,2,0,0
39,2,2,0
35,2,0,0
23,3,1,0
35,2,2,0
38,1,0,0
36,1,2,0
41,2,1,0
42,1,2,1
29,1,3,0
39,3,3,1
32,2,4,1
36,4,0,0
26,1,1,1
29,0,2,0
30,1,2,0
30,4,2,0
43,1,2,0
34,9,3,0
32,3,1,0
36,1,0,0
34,15,1,1
32,2,0,0
41,12,3,0
31,2,1,0
13,21,0,0
41,1,5,0
45,2,1,0
38,2,2,0
29,2,1,0
40,2,1,0
27,3,0,0
40,2,1,0
41,3,5,0
44,0,0,0
37,1,1,0
34,0,1,0
36,1,1,0
48,3,1,0
35,3,4,0
25,1,1,0
42,1,3,0
36,1,2,0
35,0,2,0
40,0,0,1
47,2,1,0
26,2,0,0
19,1,2,0
33,0,1,0
27,0,17,0
39,1,2,0
36,2,1,0
33,2,6,0
40,0,1,0
41,4,3,0
30,2,2,0
41,2,1,0
30,1,0,0
42,1,3,0
33,0,1,0
37,1,0,0
32,2,0,0
46,3,1,0
43,3,1,1
32,0,9,2
41,2,0,0
30,2,2,0
44,2,1,0
43,2,1,0
23,2,7,1
37,2,1,0
31,1,1,0
30,2,1,0
35,3,2,1
38,1,3,0
