Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
39,2,1,0
32,3,1,1
35,1,1,0
37,5,0,0
36,1,2,0
35,0,3,0
34,4,0,0
39,2,0,0
34,2,1,0
35,3,4,0
32,1,1,0
42,3,1,0
42,1,3,1
44,1,2,0
31,1,1,0
29,2,7,0
43,3,4,0
39,3,3,0
37,2,3,0
40,3,1,0
35,1,1,0
34,2,1,1
38,3,1,1
32,0,1,0
39,4,3,0
49,0,2,0
32,3,1,1
28,3,2,0
36,1,0,0
21,5,4,2
42,2,1,0
26,3,1,0
34,0,10,1
39,0,0,0
33,0,6,0
33,0,1,0
36,1,1,0
41,0,1,0
26,1,8,1
42,0,1,0
39,2,2,0
26,9,0,0
34,10,2,0
52,3,2,0
37,1,0,0
36,0,1,0
51,3,1,0
34,2,3,0
28,2,1,0
34,2,4,0
31,1,8,0
45,3,0,0
40,7,0,0
45,0,1,0
36,7,2,0
32,2,1,0
43,2,1,0
31,1,1,0
43,1,1,1
30,1,2,0
46,1,1,0
37,3,2,0
37,2,0,0
36,3,2,1
34,0,1,0
3,32,0,0
38,1,1,0
28,7,1,1
39,2,2,0
42,3,1,0
38,2,1,0
37,2,0,0
39,2,4,0
42,1,0,0
24,1,2,0
21,2,4,0
47,3,3,0
30,2,11,1
41,1,3,0
36,2,2,0
38,0,1,0
40,4,0,0
45,2,5,2
39,2,0,0
39,1,1,0
38,0,3,0
46,2,2,0
32,0,5,0
26,0,5,1
38,0,2,0
39,1,1,0
55,2,0,1
29,4,0,0
34,2,0,0
42,3,1,0
37,1,2,0
37,1,1,1
33,0,1,0
37,2,2,0
31,11,0,1
39,1,0,0
37,4,1,0
33,2,11,1
40,2,0,0
36,1,1,0
35,1,0,0
37,2,0,0
34,3,0,0
30,2,7,1
30,3,0,0
27,1,0,0
49,2,0,0
37,5,0,0
34,0,1,0
51,3,0,0
49,1,1,0
33,2,2,0
33,1,2,0
43,2,1,0
28,3,1,0
39,3,1,0
16,24,2,0
38,5,2,0
34,1,8,0
42,0,4,0
34,1,2,0
36,2,1,0
49,0,2,0
37,12,2,0
39,0,2,0
38,3,4,0
24,6,6,2
33,4,1,0
26,1,9,1
34,5,2,0
37,4,1,0
29,12,1,0
32,5,2,1
51,3,2,0
33,9,1,0
49,1,0,0
33,2,0,0
34,3,0,0
38,0,2,0
46,1,1,0
37,0,1,0
40,1,1,1
40,1,0,0
42,2,2,0
35,0,2,0
40,0,1,0
31,4,4,0
45,2,2,0
32,0,4,0
38,0,2,0
35,1,2,0
51,0,4,0
23,2,0,0
33,2,15,0
42,4,1,1
21,10,3,0
27,3,9,1
40,1,1,0
42,0,1,1
36,2,2,0
34,2,0,0
62,0,1,0
40,3,0,0
46,4,3,0
42,2,1,0
30,2,3,0
41,3,0,0
47,2,2,0
21,6,7,7
43,1,1,0
38,3,1,0
30,2,2,1
29,1,0,0
46,2,2,0
46,2,1,0
45,2,4,0
44,3,1,0
39,3,2,0
36,1,0,0
44,0,1,0
37,3,3,0
41,2,6,0
49,1,1,0
41,0,1,0
26,1,10,0
32,0,1,1
39,2,0,0
41,6,0,0
25,9,9,2
40,2,1,1
38,0,3,0
40,3,2,0
27,4,4,1
39,2,1,0
27,0,0,0
43,0,0,0
31,2,0,0
43,5,0,0
25,2,7,0
36,1,2,1
33,1,2,0
30,1,2,0
51,2,2,0
31,2,3,0
40,0,1,0
26,13,1,2
32,1,4,1
36,1,0,0
37,1,1,0
23,0,1,1
43,2,3,0
38,2,0,0
38,2,1,0
40,2,2,0
36,4,3,1
31,0,2,0
36,1,1,0
36,3,1,0
27,1,0,0
38,3,1,0
38,0,2,0
50,4,3,0
40,3,1,0
32,1,0,0
36,3,2,0
32,1,5,0
41,3,0,0
35,4,0,0
31,1,7,0
39,0,2,1
27,4,0,0
47,5,1,0
23,0,0,0
33,2,0,0
30,1,1,0
38,2,1,0
35,2,3,0
30,4,1,0
25,8,2,1
39,2,1,0
43,3,1,0
39,4,1,0
30,2,3,0
38,3,0,0
40,2,1,0
32,4,0,0
33,2,0,0
33,2,0,0
38,1,4,0
22,1,2,1
42,3,3,0
34,2,0,0
30,4,4,0
43,2,1,0
37,1,2,0
31,1,1,0
46,3,1,0
44,1,2,0
30,2,13,0
37,2,2,1
36,0,1,0
33,1,6,0
28,0,1,0
29,3,2,0
33,0,2,0
28,8,0,0
41,3,4,0
29,1,1,0
38,2,2,0
32,2,2,0
36,2,0,0
27,0,4,2
45,2,3,0
30,1,0,0
28,16,0,0
45,0,0,0
31,15,0,2
36,0,12,0
27,5,1,0
33,0,1,0
33,2,4,0
32,1,2,0
26,8,1,1
35,1,9,1
42,1,0,0
39,1,1,0
22,7,6,4
28,1,2,0
39,1,0,0
24,2,1,0
23,1,3,0
38,1,1,0
