Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
35,0,0,0
30,1,1,0
37,1,10,1
25,0,11,1
41,2,2,0
32,2,2,0
39,0,1,2
33,12,1,3
33,1,2,1
41,1,0,2
33,2,0,1
40,3,1,2
42,1,0,1
47,1,1,0
44,1,3,0
32,1,1,1
32,0,1,0
39,1,1,4
37,4,5,6
34,2,2,0
44,1,1,0
33,0,1,1
44,1,2,0
31,1,2,0
29,3,5,4
33,1,0,1
36,3,2,2
31,1,2,1
39,0,2,0
29,2,2,2
36,0,2,0
40,1,1,0
36,2,1,0
28,0,1,1
32,2,1,0
40,0,1,1
32,0,1,1
27,2,1,1
41,1,2,1
40,5,4,5
35,2,0,0
27,1,2,0
36,2,3,7
32,2,1,1
34,5,1,0
39,0,0,0
41,1,1,0
32,3,6,7
48,0,1,0
33,2,0,0
25,1,3,3
38,2,1,1
29,4,3,2
37,1,0,0
38,3,0,0
15,0,0,1
23,0,1,5
40,3,5,0
33,1,1,0
42,0,1,2
40,2,4,4
20,6,1,0
31,1,1,1
41,0,8,2
30,2,2,1
26,3,2,6
35,5,0,1
28,0,1,1
36,5,0,0
18,11,0,2
43,3,3,0
26,5,0,1
40,0,4,1
39,0,0,2
30,6,5,4
37,2,2,0
43,1,0,0
27,4,1,0
50,2,1,0
39,0,0,2
43,2,1,0
25,2,6,4
43,0,2,2
33,1,2,0
35,2,1,0
31,5,1,2
39,0,0,1
29,0,1,0
46,1,2,0
31,1,2,0
26,0,4,1
44,4,0,0
38,3,1,2
35,1,1,2
20,1,0,1
24,0,0,0
40,0,0,0
44,0,5,0
35,0,1,0
38,1,2,0
41,3,0,0
46,0,1,0
45,3,2,0
42,0,3,0
35,7,1,5
42,2,1,1
35,5,1,0
53,1,0,1
40,1,0,0
35,0,1,1
47,3,1,1
35,1,1,1
25,3,3,3
36,1,1,0
31,0,8,1
30,3,0,1
31,1,0,0
37,0,2,1
33,1,1,1
36,1,1,0
44,1,1,2
28,1,2,0
32,0,1,0
29,2,7,0
39,4,1,1
37,0,0,1
29,1,1,1
28,2,2,0
25,7,6,3
35,1,2,0
35,1,2,1
38,1,2,2
29,2,3,2
