Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
33,1,0,0
35,3,2,0
40,0,1,0
34,4,1,0
32,1,0,0
29,2,2,0
55,0,1,0
40,0,2,0
37,0,1,0
44,2,3,0
34,0,0,0
41,3,2,1
33,0,1,0
39,1,5,0
33,1,3,0
37,0,0,1
24,0,1,0
31,1,0,1
53,0,0,1
34,1,7,0
45,0,1,1
42,0,3,0
35,1,0,0
40,1,0,0
38,2,1,0
38,0,1,0
40,0,1,0
30,0,4,0
40,0,1,0
35,0,2,0
31,0,1,0
35,1,1,0
32,2,0,0
41,2,1,0
31,0,0,0
40,1,1,0
31,1,3,0
33,1,1,0
41,0,0,1
21,2,0,0
35,0,1,0
34,2,1,0
38,0,1,0
33,0,2,0
46,1,1,0
38,0,2,1
41,0,0,0
42,2,1,0
39,1,0,0
26,0,3,0
40,4,3,0
46,1,2,0
48,0,0,0
36,0,1,0
42,1,0,0
43,1,1,0
40,0,2,1
31,0,2,0
26,2,3,0
34,2,2,0
30,2,2,0
32,5,2,3
38,0,0,0
37,3,5,1
35,1,1,0
30,1,3,0
34,2,3,0
32,0,1,0
37,0,0,0
33,0,0,0
32,0,1,0
35,1,2,1
43,0,0,1
40,0,0,0
48,5,1,1
32,2,2,0
33,0,1,0
39,2,1,0
41,1,0,0
42,1,1,1
40,2,0,1
31,0,5,0
42,0,2,1
33,2,1,0
41,0,1,0
44,0,4,0
38,0,0,0
43,3,0,0
32,0,2,1
28,0,0,0
35,1,6,0
39,0,1,0
33,2,1,0
42,2,0,0
39,2,1,0
37,0,1,0
28,0,0,0
43,0,1,0
38,1,0,1
37,2,0,0
48,0,1,0
39,1,2,0
34,2,2,0
33,0,1,0
43,1,0,0
36,0,0,0
44,1,2,0
42,0,0,1
36,0,4,0
37,2,1,0
45,0,2,0
46,2,1,0
39,0,4,0
35,1,1,0
45,1,0,1
29,2,1,0
31,1,0,2
46,0,0,0
40,1,3,0
38,0,0,0
34,2,1,0
40,0,0,0
42,0,1,0
48,2,0,1
21,8,1,1
34,1,7,0
36,10,1,1
44,0,1,1
48,1,1,0
33,1,1,0
34,1,2,0
39,4,1,0
35,4,1,0
34,1,1,0
30,0,2,0
27,0,1,1
36,1,2,1
43,9,2,1
32,0,0,0
38,1,0,1
38,0,0,0
45,1,0,0
32,0,0,0
30,1,1,0
48,0,0,0
36,0,4,1
42,1,4,0
46,4,1,0
29,2,0,0
35,3,0,1
37,0,0,0
34,1,0,0
37,2,1,0
32,1,1,0
30,0,1,0
43,0,1,1
37,1,0,1
42,0,2,1
37,0,2,0
35,6,1,1
25,2,2,0
31,0,2,1
45,1,0,0
41,3,1,0
30,3,0,0
25,5,1,1
46,3,5,0
30,0,1,0
29,1,0,0
34,0,0,1
33,1,1,0
33,0,0,0
42,5,1,0
42,0,0,0
45,2,1,0
38,0,1,0
28,11,1,0
37,1,0,0
40,0,0,1
41,5,0,0
16,3,7,1
34,1,4,0
40,2,1,0
39,3,0,0
36,3,0,0
39,5,0,0
32,0,0,0
42,0,5,0
34,1,1,0
50,1,2,0
47,0,2,0
34,2,1,0
27,1,1,0
32,0,0,0
37,3,1,0
36,1,1,0
32,9,3,1
34,2,2,0
47,0,1,1
38,1,3,0
43,1,0,0
25,2,6,0
31,0,1,1
34,1,0,0
38,1,0,0
34,2,1,0
37,8,2,0
29,0,1,0
33,0,6,1
40,0,4,0
43,2,0,0
43,0,1,0
29,2,1,0
33,0,2,0
33,1,0,0
34,0,1,0
31,0,1,0
31,0,3,0
45,1,0,0
34,2,6,1
34,2,0,0
41,1,1,0
32,1,0,0
41,2,3,0
35,4,4,5
40,2,1,0
34,0,3,0
29,1,7,1
29,0,3,0
35,0,0,0
41,1,2,0
47,1,1,0
47,0,0,0
38,2,3,1
26,11,0,0
34,3,1,0
47,0,5,0
32,1,0,0
34,1,5,0
31,3,6,0
48,1,0,0
36,0,2,0
39,0,1,0
53,0,1,0
34,0,0,0
32,1,2,0
49,2,2,0
27,7,2,0
32,2,1,0
40,0,3,1
39,1,0,0
30,1,5,0
22,5,3,3
40,1,1,0
31,0,2,0
32,0,2,0
42,4,1,1
42,2,3,0
44,1,1,0
36,1,1,0
43,1,3,1
30,1,1,0
36,0,1,1
30,1,2,0
43,1,0,0
46,2,0,1
33,1,1,0
32,3,4,1
47,0,1,0
33,2,0,0
31,1,1,1
30,0,0,0
47,1,0,0
35,2,1,0
43,1,1,0
37,0,0,0
31,0,0,0
39,2,1,0
49,1,0,0
41,0,1,0
30,2,0,0
44,1,0,0
39,0,1,0
29,4,3,0
36,2,1,0
30,2,0,0
36,6,3,2
36,0,0,1
39,1,1,1
34,2,1,0
36,0,1,1
37,2,2,0
35,0,3,0
34,2,3,0
49,1,0,0
27,2,0,0
35,4,2,0
43,0,2,0
40,0,0,0
32,2,0,0
38,1,2,0
45,1,1,0
30,1,0,0
39,5,2,0
48,4,1,0
42,0,2,0
48,0,1,0
46,1,1,0
47,0,2,0
24,2,1,0
24,6,4,1
55,2,1,0
37,1,1,0
34,1,0,0
24,0,3,0
35,0,3,0
25,0,7,0
36,1,3,0
26,1,0,0
41,2,2,1
29,0,2,0
32,0,1,0
37,1,0,0
24,0,5,0
34,1,1,0
47,0,1,0
49,2,1,0
43,0,6,0
25,4,1,1
42,0,2,0
40,1,2,0
29,0,8,1
40,0,0,0
38,3,2,1
33,0,1,0
47,1,0,0
32,1,2,0
27,5,0,0
27,0,4,0
44,10,0,0
39,0,1,0
42,2,0,0
35,1,0,0
40,0,4,0
32,1,1,2
33,7,1,1
40,2,4,0
29,0,2,0
53,3,1,0
42,0,0,0
28,0,3,0
37,1,2,0
42,2,3,0
39,2,1,0
45,2,1,0
44,1,0,0
35,0,1,0
30,1,0,0
43,0,3,0
43,3,0,0
42,2,1,0
23,7,2,1
34,2,1,0
39,1,1,0
40,1,0,0
41,0,0,0
36,0,3,0
29,4,7,5
38,1,1,0
49,3,1,0
47,0,1,0
27,0,2,1
38,1,0,0
34,0,5,0
39,0,3,0
37,0,1,0
42,0,4,0
28,3,3,0
31,0,1,0
27,0,0,0
32,0,2,0
32,3,0,0
23,12,0,0
39,2,0,0
41,3,2,0
29,3,3,0
35,0,1,0
42,1,2,0
42,2,5,1
39,0,3,1
43,2,1,0
46,1,2,0
29,1,7,0
37,2,0,0
34,0,1,0
44,0,3,0
32,0,0,0
27,16,0,0
31,1,1,1
40,0,8,1
37,1,0,0
39,1,0,1
36,1,1,0
36,2,0,0
39,2,2,0
31,3,1,0
42,1,3,0
32,2,0,0
35,1,2,0
23,0,1,0
36,0,3,0
38,0,1,0
44,1,0,0
33,1,0,0
33,1,0,0
33,1,0,0
30,1,0,0
46,1,4,0
51,4,0,0
39,2,3,0
46,2,2,0
48,1,2,0
37,1,1,0
42,0,2,0
34,1,2,0
23,6,1,0
31,0,1,0
17,1,4,1
43,0,2,1
37,3,0,0
36,0,0,0
27,7,0,0
37,0,1,0
30,3,1,0
27,0,2,0
42,0,1,0
45,0,2,0
37,0,1,0
27,1,3,0
37,0,0,0
40,0,0,0
37,0,0,0
37,8,1,1
38,1,2,0
36,2,3,0
41,1,2,0
44,1,0,0
42,3,0,0
31,0,3,1
39,2,2,0
35,3,0,0
38,0,1,0
30,5,4,1
42,0,0,1
45,0,0,0
27,1,5,1
47,1,0,0
34,0,4,0
39,0,2,0
40,1,0,0
33,0,1,0
34,0,1,0
52,0,0,1
33,5,0,0
49,0,3,0
39,1,0,0
29,2,0,1
34,1,1,0
42,0,2,0
31,1,2,2
35,8,1,0
44,2,0,0
47,2,0,0
29,0,0,0
34,1,0,0
36,1,0,0
28,8,6,1
40,0,2,0
36,1,6,1
39,0,0,1
47,3,3,0
54,1,3,1
24,7,4,0
33,2,4,0
24,5,5,1
34,1,0,0
43,0,0,0
35,0,1,0
41,3,1,0
39,2,3,0
38,3,3,0
49,2,2,0
39,2,2,0
45,1,1,0
26,3,2,3
34,0,0,0
47,1,1,0
35,0,0,1
40,4,0,0
48,7,2,1
26,1,1,0
33,2,1,1
39,1,1,1
38,1,0,0
39,2,1,0
32,0,7,1
37,0,1,0
21,1,7,0
37,1,0,0
45,0,0,0
39,1,1,0
37,2,1,0
45,2,3,0
26,1,2,1
31,1,0,0
37,0,5,0
35,9,0,0
46,0,0,0
31,0,0,0
32,2,2,0
44,2,1,0
48,1,2,0
33,0,1,0
44,0,1,1
36,2,0,0
45,2,1,0
43,2,0,0
37,5,1,1
28,1,0,0
34,1,0,0
32,2,4,0
34,0,4,0
39,0,4,0
36,2,1,1
35,0,1,0
36,0,1,0
34,3,1,0
48,0,1,0
38,1,7,0
32,2,1,0
27,2,1,0
45,2,0,0
41,3,1,0
32,1,0,0
45,1,0,0
48,0,1,0
33,1,1,0
43,1,2,0
39,0,1,0
41,0,2,0
39,1,0,0
42,2,0,0
39,1,1,0
34,1,0,0
38,2,0,0
46,0,0,0
45,2,1,0
32,0,0,0
46,0,0,0
36,0,2,0
35,3,3,1
31,1,1,0
40,0,4,1
43,1,4,0
29,1,1,0
39,1,1,0
34,0,2,0
31,3,0,0
37,2,0,0
43,0,2,0
36,2,1,1
40,1,0,0
31,0,1,0
37,2,0,0
37,0,0,0
36,1,1,0
34,0,0,1
39,2,1,1
31,1,2,0
36,1,0,0
43,0,3,0
40,1,1,0
29,4,2,0
41,1,3,0
50,3,0,0
43,5,2,0
39,0,0,0
40,1,1,0
29,0,2,1
41,0,1,0
38,0,1,1
41,1,3,0
28,0,2,0
38,0,2,0
37,1,0,0
34,1,4,1
41,2,0,0
47,0,1,0
44,0,0,0
36,0,2,0
40,1,4,0
36,1,2,0
33,1,2,0
46,1,1,0
40,0,2,0
49,2,1,0
42,1,2,0
39,0,1,0
43,1,0,0
44,0,1,0
35,1,1,0
36,2,0,0
36,0,0,0
30,8,1,1
32,3,1,0
35,0,1,0
42,0,0,0
33,1,1,1
38,0,2,0
27,1,0,0
32,0,1,0
44,5,1,0
46,1,1,0
41,4,0,0
33,1,0,0
31,0,6,0
40,0,1,0
18,1,0,0
30,2,2,0
31,0,0,1
38,5,3,0
33,1,1,0
32,2,1,0
41,1,1,0
