Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
49,2,3,0
36,3,2,0
28,0,3,0
30,6,4,0
50,3,1,0
34,5,3,1
31,3,0,0
38,0,1,1
41,3,2,0
33,0,1,0
29,2,1,0
41,0,1,1
37,3,2,0
47,0,0,0
38,1,1,0
35,1,0,0
24,1,0,0
40,1,2,0
39,2,0,0
35,0,1,0
45,2,1,0
35,1,1,0
33,0,0,0
31,1,1,0
33,1,0,1
34,5,0,0
39,0,3,0
33,6,0,0
34,7,1,0
41,2,3,0
32,2,2,0
35,1,3,0
45,1,2,0
40,1,10,0
32,5,1,1
43,0,2,0
30,2,6,1
35,4,1,0
27,0,2,1
28,0,2,0
32,2,0,0
34,2,2,0
35,2,1,0
44,0,0,0
41,1,1,0
43,0,4,0
29,0,1,0
35,3,4,0
40,0,1,0
36,0,0,0
37,1,3,0
39,2,2,0
52,6,0,0
34,5,1,0
33,3,0,0
26,2,2,0
35,6,0,0
41,0,1,0
42,1,2,0
32,1,3,0
42,1,3,0
32,2,2,0
31,0,2,0
37,1,0,0
44,1,3,0
26,0,0,0
37,5,1,1
39,2,0,0
39,1,1,0
16,1,16,1
46,5,2,1
45,0,2,0
38,2,2,0
28,2,2,0
24,4,2,0
31,7,3,0
29,2,1,0
38,3,1,0
34,4,0,0
40,0,1,0
35,1,2,0
37,3,2,0
43,2,1,0
39,0,1,0
32,0,8,0
34,0,0,0
36,1,2,0
40,0,2,0
30,2,0,0
39,2,0,0
34,1,1,0
25,2,0,0
36,1,2,0
39,0,0,0
23,2,1,0
36,0,3,0
34,0,1,0
33,1,0,0
40,4,2,0
45,3,2,0
34,1,9,1
37,4,1,0
38,3,2,0
32,4,1,0
29,2,0,1
38,2,0,0
27,1,0,0
44,1,1,0
26,2,1,0
43,3,3,0
30,6,1,0
35,1,0,1
40,2,0,0
40,0,1,0
33,4,0,0
41,1,1,0
35,3,1,0
41,0,0,0
47,2,1,0
32,0,1,0
35,1,0,0
37,0,1,0
48,0,1,0
40,1,1,0
26,2,0,0
22,1,2,1
47,0,1,0
30,0,0,0
43,0,5,0
39,2,0,0
35,2,3,0
46,1,1,0
26,0,1,0
40,3,1,0
35,1,1,0
35,0,1,0
35,0,0,0
39,2,2,0
44,3,0,0
38,1,0,0
27,3,0,0
33,0,2,0
32,2,1,0
25,2,0,0
44,0,1,0
43,2,1,0
37,1,1,0
29,4,3,0
46,2,4,0
38,2,0,0
22,3,1,0
43,2,2,1
40,3,0,0
31,3,7,1
30,0,2,0
37,2,3,0
38,1,1,1
33,1,1,0
32,2,0,0
29,4,3,0
32,5,1,0
49,1,3,1
53,0,1,0
47,1,1,0
43,0,1,0
40,3,0,0
28,2,11,0
40,0,0,0
48,3,0,0
25,0,4,0
33,6,1,1
37,1,2,0
42,2,2,0
40,2,2,0
43,5,1,0
48,0,1,0
37,0,3,0
25,2,1,0
31,2,1,0
44,1,2,0
30,4,0,0
44,1,2,0
26,1,12,1
29,3,1,0
34,6,2,0
26,0,2,0
29,1,9,1
41,2,4,0
37,4,1,0
36,2,2,0
37,6,1,0
38,3,2,0
51,2,3,0
40,5,0,0
33,4,1,0
39,0,0,0
36,1,1,0
36,2,1,0
30,1,0,0
33,3,1,0
45,1,0,0
41,1,3,0
36,3,1,0
38,1,3,0
41,0,1,0
38,1,3,0
29,2,0,0
40,2,0,0
37,1,2,0
36,1,2,0
33,3,1,0
38,3,3,0
40,3,1,0
30,2,0,0
37,3,1,0
50,1,1,0
35,1,0,1
44,2,1,1
41,0,1,1
34,3,2,0
33,3,2,0
41,1,2,0
34,0,1,0
39,2,0,0
28,1,1,1
28,0,3,0
36,0,2,0
50,1,2,0
