Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
33,2,2,0
42,0,2,0
35,2,1,1
36,0,2,0
45,1,1,0
32,3,5,0
37,5,1,1
38,2,1,1
43,2,4,2
36,1,0,0
43,1,1,0
34,1,0,0
32,7,2,0
37,2,2,0
37,7,1,1
32,4,1,1
28,2,0,0
44,1,1,0
47,3,2,0
29,1,1,0
44,1,4,1
26,0,3,0
37,1,1,0
42,4,1,0
32,3,1,1
44,2,0,2
29,4,2,0
29,1,2,0
36,6,3,0
35,0,2,0
36,2,1,0
44,1,4,0
45,0,7,1
34,2,0,0
37,0,1,0
33,3,7,1
39,3,3,0
38,2,1,0
35,3,3,0
40,5,0,0
26,0,5,1
29,1,0,0
29,1,4,0
28,3,5,1
30,5,4,2
20,1,2,0
43,5,1,1
46,0,0,0
39,2,2,0
45,0,1,0
44,0,1,0
37,5,0,0
23,1,5,1
38,2,1,1
30,7,0,1
38,3,1,0
40,2,0,0
27,0,0,0
36,5,0,1
45,2,2,0
23,0,6,0
40,1,1,0
40,1,1,0
42,0,5,0
25,4,3,1
36,0,3,0
34,3,2,0
51,0,1,0
43,0,1,0
33,2,2,1
29,1,1,0
46,1,3,0
28,1,0,0
40,1,2,0
39,0,1,0
36,2,1,0
37,0,2,0
37,10,1,1
44,2,0,3
31,2,0,0
37,0,3,1
33,1,1,0
30,3,1,0
38,1,2,1
31,2,4,1
27,8,0,0
39,0,1,1
39,1,0,0
39,1,7,2
28,0,4,0
28,0,1,0
35,0,2,1
35,0,0,0
40,2,4,1
34,0,4,0
36,1,0,0
49,0,4,0
36,2,1,0
36,2,2,0
39,1,2,0
45,0,0,0
33,1,4,0
35,0,2,0
34,1,4,0
40,2,1,0
42,3,2,0
40,1,1,0
39,0,1,0
36,3,2,0
40,6,2,0
37,2,4,0
31,1,1,0
29,3,0,0
32,4,0,1
38,1,1,0
43,1,0,1
30,0,0,2
37,1,5,0
36,5,7,2
32,2,2,1
24,0,5,0
45,1,1,0
28,3,0,1
32,1,3,0
27,1,4,0
29,1,2,0
44,2,1,1
36,0,3,0
38,0,1,1
29,9,2,0
44,2,1,0
45,2,2,0
28,6,5,1
32,0,1,0
45,1,3,0
35,0,1,0
26,2,5,0
33,1,0,0
39,0,1,0
41,0,8,0
39,2,0,0
39,2,5,0
41,2,0,0
28,1,2,0
46,1,0,1
42,0,1,0
33,1,2,0
42,0,5,0
28,2,1,0
55,1,2,0
21,1,7,0
39,1,1,0
39,0,0,0
42,1,1,0
54,1,0,0
33,2,1,0
42,0,1,0
31,1,6,0
34,1,2,0
23,1,2,0
37,6,3,0
25,0,5,1
35,3,8,1
26,0,0,0
31,2,2,0
42,1,1,0
36,0,2,0
52,2,0,0
38,2,0,0
31,9,0,1
35,1,2,0
33,0,1,0
27,1,3,0
31,4,2,0
29,1,1,0
43,5,8,0
34,3,1,0
30,1,6,1
27,3,0,0
38,0,0,0
48,1,1,0
45,0,6,0
53,0,2,0
41,1,3,0
34,1,2,1
31,1,0,0
35,2,5,1
37,0,2,1
31,2,1,0
33,2,0,0
33,2,2,0
25,0,0,0
37,4,3,0
41,1,1,0
34,1,3,0
39,0,5,0
34,0,2,0
36,1,5,0
32,1,2,0
33,1,1,0
39,0,1,0
29,2,3,0
39,2,1,1
40,2,1,0
41,0,1,0
36,0,1,0
36,1,6,0
42,0,3,1
28,0,1,0
42,0,1,1
37,1,1,3
39,3,4,0
32,1,1,1
44,0,3,1
38,0,0,0
51,2,0,0
33,2,3,0
40,3,0,0
26,2,6,3
25,0,2,1
36,0,1,0
42,1,2,0
38,0,1,0
38,1,1,0
44,1,2,0
40,0,2,0
33,2,2,0
46,2,1,0
19,0,1,0
31,1,4,0
47,0,4,1
38,3,2,1
31,1,1,0
41,1,5,0
32,2,2,0
38,6,3,0
26,6,2,1
30,1,3,2
26,0,2,0
29,1,0,1
33,3,0,2
41,1,5,0
45,2,0,0
27,5,5,0
30,5,1,2
32,4,7,1
43,2,1,0
45,1,1,0
35,1,0,0
36,1,2,0
40,0,1,0
32,0,1,0
32,1,9,1
35,1,2,0
21,5,3,5
37,4,2,0
42,1,1,0
26,4,5,1
30,0,6,1
31,0,9,0
35,7,4,1
49,0,1,0
33,0,2,0
41,0,2,0
35,0,3,0
41,1,0,0
40,2,4,0
36,0,2,0
38,1,0,0
51,1,2,0
46,0,0,0
40,1,2,0
36,4,0,2
40,3,1,0
41,0,1,0
34,0,1,0
41,1,1,0
26,1,6,0
40,1,1,1
33,2,1,0
34,4,1,1
24,4,2,0
32,0,3,0
34,1,2,0
38,0,4,0
36,1,3,1
39,4,0,0
36,0,2,0
36,2,2,1
36,6,2,0
41,0,0,0
40,0,3,1
36,0,10,0
30,1,8,0
36,2,1,0
27,3,6,0
34,1,6,0
46,0,1,0
29,2,3,0
50,0,0,0
37,1,3,0
34,1,3,0
41,0,0,0
30,4,4,0
27,0,3,1
28,5,0,0
26,3,1,0
41,2,3,0
41,2,1,0
29,0,7,0
39,1,2,1
38,4,1,1
51,3,1,0
42,2,3,1
25,5,0,1
36,1,5,0
37,4,0,0
35,3,1,0
31,3,1,0
36,4,2,0
38,0,1,0
45,1,3,0
38,2,4,0
44,1,0,0
46,0,2,0
33,1,3,1
29,5,2,1
37,4,1,0
27,2,3,0
41,2,1,0
31,1,0,0
32,2,1,0
37,4,0,0
41,9,0,0
29,1,2,0
31,2,2,4
45,1,3,0
34,4,4,0
38,2,1,0
40,0,1,0
31,0,5,0
31,1,1,1
47,2,1,0
44,0,2,0
34,0,1,0
35,3,1,0
26,3,3,0
34,0,9,0
40,1,2,0
22,4,1,0
30,4,1,2
29,1,2,0
27,2,0,2
33,5,0,1
33,3,5,3
41,2,2,0
47,0,1,0
37,1,1,0
45,2,1,1
44,2,2,0
36,6,1,0
37,2,1,0
34,0,1,0
28,7,1,0
42,2,1,0
35,2,1,1
37,0,3,0
40,0,3,0
34,3,6,1
27,2,2,0
42,1,1,0
34,0,0,0
36,1,2,2
40,1,0,0
32,1,5,0
50,1,1,0
36,5,0,0
40,2,1,0
43,0,3,1
29,2,0,0
31,5,2,0
30,6,2,2
32,2,5,1
38,1,1,0
41,2,5,0
30,2,3,0
48,1,1,0
34,1,1,2
34,1,1,1
26,4,3,2
42,1,2,0
33,0,2,1
32,3,0,0
30,7,1,1
26,1,0,0
32,2,1,1
40,4,0,0
43,2,1,2
49,0,0,0
33,1,0,0
34,1,3,0
34,2,0,0
33,1,4,0
31,2,8,3
40,0,2,0
44,1,1,0
38,0,4,0
45,0,2,0
34,5,0,1
38,2,0,0
38,2,6,0
34,2,1,1
33,0,1,1
46,0,2,0
38,0,2,0
37,3,3,2
31,3,3,1
43,5,0,0
39,2,2,0
31,2,0,0
42,2,6,2
46,0,0,0
31,0,2,1
33,1,2,0
31,7,1,0
44,1,0,0
34,9,2,0
44,0,1,0
50,0,2,0
37,1,4,1
36,1,2,1
38,5,2,0
32,2,1,0
28,1,3,3
39,0,2,1
36,1,0,1
28,2,5,2
40,9,2,2
35,0,4,2
37,1,1,0
32,1,1,0
27,0,2,0
27,2,4,1
37,2,3,0
26,2,7,0
