Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
35,1,1,1
45,0,0,0
39,2,1,0
39,0,1,0
31,1,0,1
27,3,4,0
39,2,2,0
40,0,0,0
38,0,0,0
33,0,1,1
45,1,0,0
43,1,1,0
39,2,4,0
32,1,2,0
36,2,0,1
34,0,3,0
29,0,5,1
42,1,3,0
38,6,2,1
39,1,2,0
46,3,2,0
39,3,3,0
40,0,2,0
36,1,0,1
35,1,2,0
21,2,2,2
32,4,17,2
52,3,0,1
39,0,1,1
43,2,1,0
33,3,1,0
31,3,0,0
44,1,2,0
20,2,2,0
41,1,3,1
44,5,0,0
38,3,3,0
35,2,1,1
44,1,6,0
36,2,2,0
33,0,1,0
28,3,2,0
32,1,6,0
45,1,2,0
37,2,2,0
38,0,0,0
34,1,1,1
41,0,2,0
24,2,8,0
26,0,8,1
35,3,1,0
51,0,2,0
33,0,2,0
39,0,4,0
37,0,2,0
35,1,1,0
42,0,1,0
29,0,1,0
34,4,4,0
43,1,0,0
39,2,4,0
40,0,4,0
32,3,1,0
37,1,0,1
40,2,1,1
42,0,3,1
30,1,0,1
33,0,1,0
25,1,2,1
30,2,0,0
44,0,1,0
39,1,0,0
35,3,1,0
42,1,0,0
25,1,0,1
42,1,2,0
36,5,0,0
33,3,2,0
31,3,3,1
34,0,0,0
35,4,3,0
43,0,3,1
33,0,2,0
44,3,1,0
42,2,2,0
43,0,0,0
30,5,2,0
35,4,0,0
34,0,2,1
36,1,1,1
32,0,0,1
28,2,6,2
47,1,1,0
31,3,0,0
38,0,1,0
44,0,3,0
41,0,3,0
38,1,2,0
19,1,3,3
34,3,2,2
48,1,0,1
35,4,0,0
30,2,0,0
30,1,2,0
43,4,2,0
45,0,2,0
29,4,0,0
25,1,2,0
27,2,1,0
31,0,4,1
33,0,1,0
41,1,3,4
34,0,2,0
45,0,0,0
34,2,1,2
28,2,0,0
35,1,4,0
40,1,0,0
40,2,2,0
47,1,2,0
32,3,3,1
42,4,1,0
33,0,4,0
36,2,0,1
34,3,1,0
31,1,4,0
39,2,1,0
35,0,1,0
21,0,9,1
47,0,0,0
26,0,6,0
42,1,1,0
33,1,0,0
42,3,2,0
26,1,3,1
40,1,6,2
39,2,1,0
37,0,3,0
37,0,1,0
41,1,0,1
23,3,10,2
46,1,1,0
39,2,0,0
35,2,1,0
39,0,1,0
32,3,0,2
36,2,4,0
38,1,0,0
33,0,2,0
27,0,10,1
34,1,8,0
39,3,2,1
34,3,5,1
42,0,2,0
46,2,0,0
33,2,3,0
23,0,3,0
26,0,2,1
32,0,8,0
41,0,0,0
39,1,2,0
27,2,6,2
41,0,1,0
28,2,5,1
38,2,1,0
46,0,2,0
26,1,9,1
33,2,1,1
34,0,1,1
32,0,2,0
27,2,3,0
36,5,3,0
37,0,1,0
37,1,2,0
28,2,0,2
33,0,3,0
38,1,5,0
34,2,2,0
32,1,6,0
30,2,4,0
28,3,0,0
23,4,13,4
42,4,3,0
35,0,1,0
27,1,0,1
43,1,4,0
32,1,0,0
28,1,2,0
34,2,5,0
47,2,0,0
24,2,1,1
38,1,0,0
36,4,2,0
26,1,0,0
39,0,1,1
25,4,1,1
31,2,2,2
41,3,0,0
31,1,1,0
34,1,2,0
32,1,0,0
37,1,1,0
30,2,3,0
33,3,1,0
33,2,2,0
25,4,4,0
48,0,1,0
34,1,1,0
47,0,6,0
38,2,1,0
29,1,3,0
34,0,2,0
27,0,3,0
36,1,0,1
32,2,3,1
38,3,2,1
40,0,0,0
45,4,3,0
26,2,4,1
31,3,1,0
42,0,2,0
42,4,1,0
29,0,0,0
43,0,9,0
33,1,8,0
28,0,4,3
37,3,0,1
35,5,1,1
43,1,1,0
40,2,1,0
36,2,3,0
23,1,0,1
41,0,2,0
43,1,2,0
40,1,0,0
44,1,0,0
46,0,2,0
39,1,2,0
28,1,2,0
46,0,0,0
40,5,0,1
43,2,0,0
34,0,7,0
33,0,1,0
33,1,3,1
56,1,0,0
35,2,1,1
36,5,3,0
44,1,1,1
32,2,0,0
24,2,5,0
27,0,3,0
38,2,0,0
29,2,1,2
32,2,2,0
44,0,2,0
42,1,1,0
32,0,1,0
33,2,0,0
28,2,0,0
38,1,0,1
35,1,2,0
36,1,1,0
36,2,8,4
38,3,0,1
27,3,0,0
43,0,4,0
32,0,4,0
37,2,1,1
35,0,3,0
31,3,0,0
31,2,1,0
39,1,3,0
42,1,1,1
37,1,2,2
37,0,0,0
41,2,3,0
36,0,1,1
44,0,1,0
40,1,2,0
28,0,1,0
31,2,4,0
37,2,2,0
32,2,4,2
39,3,3,0
40,0,1,0
33,6,10,1
32,1,0,0
29,7,1,1
30,1,1,0
46,1,0,1
29,2,0,0
42,2,2,0
37,2,2,0
42,4,2,0
32,0,4,0
37,0,0,1
28,0,2,0
28,3,0,1
36,1,0,0
35,0,0,0
42,0,0,0
35,2,0,1
32,5,4,0
41,3,0,1
36,3,7,1
40,1,3,0
32,1,0,0
33,1,1,0
37,5,2,0
28,1,4,0
42,4,0,0
52,1,0,0
35,2,2,0
41,0,0,0
43,2,2,1
30,0,3,0
41,3,1,0
36,4,1,1
34,4,3,0
30,3,2,0
29,0,4,0
37,2,0,0
29,0,4,0
34,2,5,1
46,0,0,0
35,0,3,0
30,1,3,1
40,0,1,0
35,3,3,2
47,1,0,1
47,1,1,0
43,1,2,0
44,1,1,0
35,0,1,1
39,1,2,0
28,1,3,1
31,3,2,0
40,3,1,0
39,2,1,0
41,1,0,0
38,0,1,0
39,1,1,0
38,3,1,0
32,0,2,0
32,5,1,0
54,2,1,0
47,3,0,0
36,2,2,0
45,0,1,0
38,4,1,0
29,1,1,2
28,2,10,0
45,0,1,1
39,0,2,0
40,0,0,2
47,1,2,0
47,3,4,0
35,5,0,0
30,2,2,1
34,4,5,0
25,3,5,0
37,2,0,0
36,0,1,0
38,1,1,0
39,2,1,0
29,4,3,0
30,3,12,1
42,1,3,0
32,3,0,1
36,0,0,0
42,1,1,0
46,0,1,0
30,0,7,2
29,3,0,0
30,2,0,1
31,1,1,0
45,0,1,0
27,4,1,0
26,1,2,0
30,3,1,1
40,2,3,1
38,0,0,0
33,2,0,0
38,0,0,1
40,1,0,0
35,2,3,0
45,1,5,0
53,2,2,1
34,1,2,0
43,2,3,0
28,2,2,0
38,0,4,0
38,2,1,0
42,2,2,0
37,0,4,0
41,0,0,0
38,5,1,0
39,3,0,0
38,0,1,1
38,0,3,0
36,3,0,0
50,2,4,0
40,1,1,0
52,0,0,0
28,2,3,0
52,3,2,0
35,1,1,0
39,1,1,2
31,2,12,0
34,1,2,1
23,1,0,0
25,1,0,0
42,2,1,2
32,2,9,1
46,3,2,0
41,1,1,0
39,1,1,0
41,2,1,0
31,1,0,0
35,2,2,0
35,1,0,0
36,0,2,0
31,0,3,0
42,1,1,0
35,1,2,1
47,0,0,0
30,3,1,0
44,2,3,0
32,2,2,0
36,3,1,0
35,0,2,0
39,4,2,0
38,0,2,0
28,1,1,0
19,0,7,3
41,2,4,2
23,1,3,0
36,2,2,1
39,1,4,0
41,1,1,0
43,7,2,0
32,1,2,0
43,1,4,0
39,0,2,0
38,0,0,0
34,1,3,0
45,0,3,0
45,0,3,0
37,2,1,0
34,2,8,2
25,0,1,0
38,3,1,0
38,1,2,1
45,0,4,0
36,3,4,0
38,1,2,0
45,2,1,0
28,2,0,1
39,3,3,0
43,0,0,1
39,0,0,0
21,6,4,2
43,2,3,0
43,0,3,1
27,2,1,0
29,5,1,0
36,3,1,1
36,0,6,0
38,4,2,0
28,4,0,0
33,3,1,0
44,3,2,0
42,1,2,0
39,0,1,1
36,1,1,0
35,4,4,0
31,3,2,1
42,4,2,0
48,1,2,0
38,3,1,1
44,1,1,0
40,3,1,1
44,1,2,1
28,5,2,1
22,1,12,0
41,2,1,0
27,2,2,1
37,4,0,1
41,0,5,1
40,2,1,0
29,0,6,1
34,0,0,0
43,1,1,0
30,0,2,0
34,0,5,1
39,1,3,0
40,4,1,0
34,4,1,0
36,7,0,1
34,1,1,0
22,2,10,5
36,2,0,2
23,0,1,0
50,0,2,0
32,3,0,1
31,2,1,0
43,1,2,0
43,0,0,0
25,1,2,1
42,2,2,0
37,2,1,1
27,1,2,0
47,0,1,0
35,4,2,0
34,4,1,0
30,1,2,0
43,0,2,0
33,3,5,1
37,0,3,0
33,0,1,0
35,0,2,1
41,4,2,0
31,0,2,1
44,2,1,0
42,0,3,0
34,2,3,0
24,0,2,0
29,1,4,1
37,2,2,0
52,0,2,0
32,2,3,0
32,3,2,0
44,1,1,0
37,0,3,0
44,1,0,1
42,0,1,0
34,0,5,1
35,0,2,0
49,1,0,0
29,0,1,0
41,0,1,0
35,1,2,0
44,1,3,0
40,2,3,1
32,1,0,0
27,2,1,0
28,0,6,0
37,2,5,2
26,2,3,0
33,0,5,2
37,1,0,1
46,2,2,1
41,2,3,1
30,3,0,0
40,2,1,0
31,0,1,0
49,3,2,0
29,1,3,0
34,5,0,0
38,1,1,1
29,2,0,0
36,2,0,0
38,2,0,0
44,2,3,0
30,0,12,0
39,1,3,0
41,0,3,0
39,0,1,0
39,1,2,0
43,1,1,0
37,2,1,0
42,2,2,1
37,2,1,0
29,1,4,2
44,1,1,0
25,1,8,1
33,5,0,0
41,5,1,0
35,2,1,0
30,3,1,0
30,1,3,0
32,4,2,1
43,4,4,1
27,1,2,0
42,3,2,0
41,2,3,0
31,0,9,1
38,1,1,0
38,1,0,0
41,2,1,0
31,2,4,4
36,1,1,0
41,2,3,0
35,1,3,0
45,1,1,0
22,2,3,1
29,0,0,0
29,3,2,0
43,1,1,0
33,1,7,0
38,1,2,0
34,4,2,0
39,1,2,0
25,0,0,0
30,6,1,0
30,4,1,0
39,1,2,1
46,4,3,1
26,1,3,0
38,1,1,0
52,0,1,0
41,0,2,0
45,1,1,0
40,3,2,0
37,0,1,1
46,0,1,2
30,1,1,0
33,1,1,0
39,0,0,0
42,0,1,0
29,1,2,0
28,1,6,0
31,3,2,0
34,0,3,0
37,0,0,0
41,2,2,0
34,6,3,2
32,1,3,2
40,4,0,0
40,2,2,0
33,5,1,0
40,4,6,1
41,1,2,0
42,0,1,0
31,0,1,0
37,1,1,1
29,3,1,0
31,5,2,0
39,1,3,0
30,1,2,0
42,0,7,1
29,3,8,3
46,2,1,0
30,2,0,0
29,1,0,0
50,3,1,0
43,1,2,0
37,1,0,0
44,1,2,0
41,4,1,0
45,4,0,1
30,2,5,0
45,1,1,0
34,1,0,0
25,5,0,0
33,3,0,0
50,2,2,0
28,2,2,1
31,7,0,0
37,1,4,0
26,0,2,0
29,3,5,2
26,0,1,1
28,2,2,0
39,4,3,0
43,4,1,0
37,0,3,0
41,0,1,0
21,1,5,2
39,2,2,0
28,2,1,1
32,0,0,1
31,2,1,0
30,4,1,0
37,4,1,0
29,1,0,1
32,2,1,0
37,0,1,0
26,3,1,0
29,3,0,0
37,0,7,0
38,1,0,0
34,1,2,1
49,0,3,0
31,3,1,0
35,3,1,1
36,3,0,0
41,0,0,0
37,1,3,0
36,1,1,0
35,2,1,0
43,1,2,0
40,2,6,1
45,1,2,1
37,2,0,0
39,0,1,2
35,4,2,0
29,1,1,0
29,1,0,1
48,2,4,0
41,0,2,1
41,1,0,1
30,4,3,0
29,0,7,1
34,0,2,0
34,2,0,0
48,1,6,0
42,2,2,0
44,3,3,1
34,2,1,0
41,1,2,0
30,1,0,0
33,0,0,0
34,2,2,0
26,4,6,0
41,1,2,0
31,3,2,1
32,1,1,0
32,0,5,0
34,2,0,0
43,4,1,0
29,1,0,1
28,1,8,0
33,0,0,0
33,3,0,0
42,0,1,0
39,1,0,0
29,3,2,0
30,7,2,0
33,5,1,1
42,0,4,1
24,4,0,0
50,0,2,0
33,1,0,0
39,1,1,0
39,0,2,1
32,0,1,0
42,4,3,0
29,1,11,1
34,2,0,0
38,1,1,0
41,1,2,0
29,2,1,0
40,1,2,1
30,3,1,0
42,0,1,0
34,2,1,1
53,0,2,0
38,0,0,1
43,1,4,0
40,1,1,0
31,1,2,0
31,2,9,0
34,0,0,0
39,4,2,1
29,0,1,0
28,2,3,0
32,0,3,0
46,4,1,0
39,3,1,1
25,1,1,0
43,2,2,0
44,4,2,0
40,2,1,0
28,4,1,2
39,3,2,1
36,1,2,0
36,2,1,0
32,1,2,0
27,2,2,1
36,3,0,0
38,6,2,0
37,1,4,0
43,1,3,0
35,0,2,0
34,0,1,0
33,0,3,2
35,1,1,0
32,2,2,1
40,2,0,0
34,3,1,0
41,0,1,0
33,2,1,0
35,0,1,0
37,0,3,1
35,3,4,2
44,0,2,0
35,0,2,0
32,1,0,0
35,3,1,0
27,1,6,0
44,3,7,0
32,3,1,1
33,1,3,0
41,1,2,0
32,1,0,0
39,2,3,1
52,1,0,0
26,1,2,0
37,4,3,0
43,2,2,0
28,0,2,0
32,0,1,1
35,0,1,0
30,1,2,0
35,7,2,0
40,7,2,0
37,3,1,0
39,3,0,0
48,1,2,0
38,0,2,0
34,0,11,0
33,3,1,0
33,3,2,0
35,1,2,0
31,5,7,2
37,4,1,0
32,1,6,0
34,1,3,0
45,2,1,0
28,1,2,0
45,0,1,0
23,1,13,0
31,1,1,0
27,0,8,1
31,4,1,0
27,0,0,0
31,3,3,1
30,5,1,0
32,3,1,0
34,1,6,1
29,4,1,1
44,1,3,0
37,1,3,0
35,1,0,0
49,1,3,0
42,3,0,0
43,1,1,0
23,2,2,1
42,5,1,1
35,6,1,0
32,0,0,0
28,3,1,1
34,2,1,0
24,1,10,0
27,3,9,0
33,2,2,1
38,2,1,0
26,2,4,0
26,1,7,1
37,0,4,0
30,5,2,0
38,1,0,0
38,2,0,1
36,2,1,1
29,1,2,0
35,1,1,0
32,3,5,1
37,3,1,0
36,2,2,0
29,2,2,1
37,0,1,0
44,1,0,0
49,0,1,0
44,4,0,0
35,5,1,0
37,1,1,0
36,3,1,0
36,1,2,0
43,3,3,0
27,1,2,0
35,1,2,0
39,1,1,0
27,3,1,1
38,1,1,1
36,2,2,0
31,4,5,1
38,0,1,0
27,0,9,0
37,3,2,0
30,1,0,0
28,4,0,1
35,0,2,0
24,2,0,1
45,2,4,1
38,3,1,0
39,1,1,1
36,2,2,0
39,3,0,1
25,0,1,0
23,3,2,2
30,0,2,0
38,8,0,0
42,4,1,0
27,0,1,1
36,3,1,0
32,1,1,0
33,3,1,0
30,1,0,1
25,0,9,0
39,0,1,0
38,3,0,0
32,0,2,0
36,0,2,0
42,1,0,0
18,1,6,0
45,0,0,0
39,0,2,0
39,1,0,0
35,1,2,0
43,4,2,0
37,2,3,0
44,1,1,0
34,2,0,0
39,2,4,0
42,1,4,0
26,2,0,0
32,2,1,0
35,3,1,0
39,2,0,0
38,0,2,0
40,3,0,0
46,2,2,1
30,1,2,0
38,2,1,0
37,1,9,1
38,4,4,1
35,2,3,1
39,1,1,0
41,3,7,0
24,2,3,0
39,1,2,0
35,1,1,0
28,3,4,2
50,0,2,0
42,2,1,0
35,1,0,0
37,3,3,1
33,4,1,0
34,0,5,0
40,3,0,1
27,1,4,0
36,2,0,0
38,0,2,0
40,1,0,0
27,0,2,0
32,0,2,0
40,6,0,0
39,1,2,0
42,1,1,1
33,4,0,0
37,1,1,0
30,0,0,0
39,3,9,0
42,0,2,1
27,1,1,0
37,4,1,0
45,0,1,0
29,3,3,0
33,1,1,0
40,0,0,0
33,1,7,2
47,4,1,1
38,3,0,0
27,3,6,1
36,1,3,0
27,4,1,0
36,4,1,0
31,0,0,0
39,4,0,0
33,2,1,1
40,1,2,0
35,0,2,0
29,3,2,0
34,0,2,0
42,0,0,0
36,0,2,0
34,2,2,1
38,3,4,1
37,0,0,0
21,0,2,0
33,3,1,2
42,3,1,0
31,2,1,1
32,4,1,0
34,2,1,1
34,3,1,0
28,0,3,0
43,2,0,0
27,2,2,0
38,0,2,0
32,1,3,0
38,0,0,0
36,2,2,2
32,1,1,0
45,2,3,0
36,0,4,0
34,2,0,0
47,2,0,1
39,3,2,0
35,4,0,0
29,2,0,1
36,2,2,2
31,3,0,1
39,1,0,0
31,3,0,1
54,0,2,1
35,1,1,1
37,1,1,0
23,2,0,0
44,2,0,1
35,2,11,1
43,3,3,0
34,2,5,0
27,1,2,2
32,1,0,0
36,2,3,2
46,1,1,1
44,0,1,0
37,3,1,0
46,0,1,1
34,3,0,1
37,0,2,1
36,0,1,0
28,0,0,1
31,0,2,0
39,2,0,1
43,1,4,0
32,2,0,0
40,1,0,0
46,4,1,0
32,0,0,0
37,0,0,0
31,1,2,0
37,2,2,1
32,2,5,1
25,1,1,0
37,4,6,1
34,10,0,0
32,1,0,0
33,3,2,2
35,2,2,0
46,0,3,2
38,1,0,1
33,2,3,0
44,1,2,0
44,6,1,0
24,5,1,1
30,4,5,2
39,0,0,0
32,1,1,0
48,0,2,0
42,2,2,0
37,0,1,0
34,8,1,0
32,3,2,1
33,1,0,0
45,2,2,0
35,6,1,0
34,2,1,0
29,3,3,1
34,3,0,0
43,0,2,0
39,2,0,0
39,0,0,0
42,4,1,0
38,4,2,0
40,0,0,0
30,2,2,0
39,0,3,1
45,4,2,0
40,3,2,0
24,1,2,0
31,5,0,0
27,0,6,2
29,3,2,0
41,5,0,0
31,0,7,0
38,0,0,0
32,0,1,0
41,1,2,0
25,0,11,0
32,1,1,0
37,2,1,0
48,2,1,0
34,1,4,0
39,2,1,0
40,4,2,0
36,2,3,0
32,1,1,0
32,2,4,0
28,1,3,2
25,5,1,0
47,3,0,0
35,5,1,0
27,3,4,2
44,3,1,0
41,0,1,3
40,1,5,1
31,3,0,0
45,1,1,0
36,3,1,1
43,1,8,1
28,0,7,0
41,1,1,0
38,4,3,0
37,4,3,0
43,2,1,0
33,1,2,0
50,0,1,0
36,0,0,0
22,3,1,0
28,1,2,0
33,0,0,0
29,7,0,0
28,2,3,1
29,0,2,0
49,2,1,0
44,0,2,0
39,0,1,1
31,2,1,0
37,1,4,0
40,0,0,0
50,1,0,0
35,0,0,0
45,0,2,1
32,2,2,1
30,2,0,0
29,2,0,1
32,1,1,0
42,2,1,1
38,0,0,0
34,0,1,0
36,2,0,0
23,2,5,0
33,0,2,0
42,1,0,0
40,1,4,0
26,1,0,0
44,2,0,0
26,2,9,0
32,1,2,0
37,1,1,0
48,1,0,0
40,1,0,0
54,2,1,0
31,0,2,1
29,3,1,0
28,0,2,0
45,0,1,0
29,1,3,0
32,2,4,0
37,0,1,0
27,1,1,0
36,1,2,0
21,2,0,2
32,0,0,0
30,1,2,0
28,4,2,1
40,4,0,0
37,2,3,0
19,1,5,1
25,5,2,0
40,1,1,0
36,0,1,0
33,3,3,1
35,3,3,0
39,6,2,1
38,2,5,0
31,2,0,0
41,1,1,0
33,4,0,0
40,0,1,0
41,4,2,0
23,2,1,0
46,5,2,0
37,4,2,0
44,2,0,0
32,6,1,0
43,1,2,0
33,6,7,1
34,6,1,0
38,5,1,1
35,1,5,0
35,1,3,2
36,1,1,0
41,1,3,1
37,0,4,1
31,0,3,0
41,1,1,0
37,0,2,2
36,2,3,0
40,1,0,0
42,2,1,0
40,5,3,0
27,0,2,0
26,2,7,0
21,1,6,0
35,0,3,0
51,2,2,0
32,0,5,0
36,1,0,0
20,2,0,1
40,4,1,0
28,3,0,1
36,1,1,0
40,1,0,1
40,2,0,0
49,5,3,1
27,3,4,1
34,1,1,0
39,2,2,0
21,3,4,3
36,1,3,0
45,0,1,0
33,0,6,0
54,2,0,0
40,0,0,1
25,1,2,1
30,0,1,0
29,0,1,0
41,0,3,0
43,0,1,0
42,2,3,0
36,0,1,0
30,3,2,0
52,0,0,0
29,2,0,0
25,2,3,1
37,1,0,1
34,0,4,0
42,2,2,0
32,4,2,0
41,3,2,0
44,2,0,0
28,5,1,1
32,2,2,0
