Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
43,2,3,0
28,3,1,0
25,4,1,0
41,5,2,0
32,3,2,0
44,3,2,0
38,1,2,0
50,1,3,0
26,1,0,0
33,0,2,0
38,2,1,0
35,1,1,0
37,2,0,0
33,3,0,0
38,1,2,0
18,2,1,0
43,0,1,0
36,2,4,0
40,2,1,0
40,1,3,0
29,2,0,0
41,0,2,0
28,1,0,0
45,0,0,0
43,2,0,1
23,1,0,0
34,9,1,0
40,2,1,0
33,0,1,0
44,4,1,1
33,0,1,0
41,1,0,0
33,3,1,0
31,5,5,3
28,2,2,0
32,2,1,0
43,2,6,0
35,6,1,0
44,0,1,1
40,0,1,1
33,3,2,0
51,3,3,0
39,2,0,0
21,3,16,0
43,1,1,0
41,2,3,0
38,5,1,0
44,3,2,0
21,1,9,1
45,2,3,0
38,2,1,0
37,3,3,0
41,2,3,0
34,3,2,0
39,2,2,0
42,3,0,1
33,1,1,0
38,2,4,0
24,7,6,2
35,1,2,0
34,4,2,0
36,1,2,0
41,0,4,0
37,1,2,0
53,2,0,1
34,4,2,0
37,3,0,0
38,2,0,0
32,0,1,0
35,3,2,0
31,0,0,0
41,0,1,0
33,2,4,0
37,1,1,0
31,1,1,1
31,0,10,1
38,0,2,0
56,1,1,0
39,2,2,0
38,1,1,0
41,1,1,0
29,4,1,0
29,4,1,1
36,3,1,0
35,2,0,0
18,12,2,2
53,2,2,0
40,0,1,0
21,1,3,0
35,1,2,0
33,0,0,2
32,2,1,0
31,1,1,0
41,5,1,0
40,1,0,0
35,0,2,0
26,0,1,1
39,0,1,1
37,2,0,1
36,2,8,0
43,1,1,0
42,0,0,0
37,2,1,0
34,7,1,0
34,1,2,0
41,3,3,0
34,2,2,0
31,2,1,0
32,3,3,0
38,4,1,0
36,2,2,0
31,1,2,1
41,0,2,0
40,1,0,0
35,1,2,0
50,2,2,0
35,3,0,0
30,2,0,0
42,3,0,0
31,0,18,3
40,2,2,0
23,11,1,2
24,0,5,0
38,3,0,0
38,6,0,0
20,9,1,0
40,1,2,0
44,1,3,1
29,7,0,2
34,2,1,0
31,1,0,0
40,1,2,2
23,2,1,1
48,1,1,0
38,0,0,0
34,1,1,0
34,0,1,0
24,1,1,0
29,0,1,0
47,0,4,0
41,2,1,1
32,2,3,1
31,1,0,0
50,1,1,0
31,2,14,0
36,2,1,0
39,0,4,1
29,1,1,0
33,0,0,1
40,2,2,0
36,1,0,0
22,15,0,1
26,0,8,0
30,2,1,0
28,4,1,0
35,1,1,1
25,7,1,1
48,3,1,0
37,2,1,0
39,1,1,0
47,0,0,2
40,0,0,0
31,2,0,0
42,0,6,1
32,2,1,0
36,1,1,0
28,2,1,0
29,2,0,0
44,2,1,0
35,1,2,0
36,2,2,0
22,0,6,2
36,1,1,0
42,0,0,0
44,1,2,1
39,3,2,0
30,0,2,0
35,2,4,0
32,2,0,0
29,1,0,0
33,1,0,0
28,4,0,0
41,2,2,0
34,1,0,0
35,1,1,0
41,4,2,0
40,2,4,0
26,1,15,1
34,3,2,0
31,1,0,0
38,2,1,1
37,4,2,0
35,0,1,0
37,1,1,0
33,4,1,0
28,1,17,2
45,4,1,0
31,0,2,1
35,0,2,0
34,1,5,0
40,4,2,1
26,1,0,0
42,3,1,0
34,1,2,0
34,4,2,0
43,3,2,0
31,2,2,0
30,2,0,0
29,2,1,0
34,1,9,1
35,1,2,0
30,2,4,0
27,2,2,1
43,2,2,1
38,1,0,0
43,4,3,0
37,4,3,0
36,1,0,0
23,9,0,0
35,1,2,0
39,0,1,0
45,1,4,0
29,1,3,0
40,0,1,0
32,2,1,0
40,3,2,0
29,1,2,0
30,2,2,0
27,9,0,1
34,1,1,0
31,3,1,1
38,2,2,0
44,1,2,0
33,0,6,1
35,0,2,0
41,4,0,0
29,5,2,0
40,1,1,0
38,1,0,0
45,3,1,0
38,1,1,1
35,2,2,0
38,1,2,0
34,3,3,0
28,1,3,0
24,3,15,1
22,4,2,0
34,2,2,0
35,1,1,0
31,1,2,2
35,0,1,0
29,4,0,0
50,0,2,0
42,2,2,0
32,3,4,0
39,0,1,0
40,2,7,0
37,1,1,0
29,1,1,0
43,3,5,0
28,2,2,0
45,2,1,0
41,2,0,0
29,2,0,0
37,0,1,0
37,2,0,0
24,0,3,0
52,3,1,0
28,2,1,1
36,2,2,0
35,2,1,0
43,2,0,0
33,2,0,0
38,1,2,0
32,1,1,0
29,2,3,0
29,1,1,1
40,1,1,0
38,2,0,0
37,0,9,0
46,0,0,0
33,3,2,1
36,2,1,0
37,1,2,0
38,0,4,2
34,4,0,0
39,1,3,1
41,1,2,1
43,1,2,1
37,3,2,1
42,1,2,0
43,0,2,1
41,1,2,0
31,1,1,0
31,13,1,3
28,0,3,0
28,1,3,0
33,0,1,2
31,0,0,1
40,0,12,3
35,2,2,0
32,0,2,0
31,3,3,0
25,1,0,1
44,2,1,0
35,1,1,0
35,2,0,0
35,1,2,0
31,1,4,0
25,8,0,0
41,3,1,0
34,0,1,1
45,1,1,1
38,1,0,0
24,2,1,0
32,12,1,1
40,3,1,0
38,1,1,1
41,2,0,0
35,0,1,0
26,3,2,0
35,1,2,1
44,1,0,0
30,2,1,0
43,1,6,0
42,1,1,0
43,1,1,0
26,1,0,0
37,0,4,0
39,1,12,0
41,1,2,0
34,1,3,0
32,1,0,0
36,1,0,0
27,1,3,0
25,1,1,0
38,1,1,0
34,3,1,0
41,3,0,0
36,3,1,0
41,2,1,0
41,1,0,0
30,1,3,1
35,1,1,0
28,2,1,0
21,20,2,1
44,2,1,0
33,2,1,0
30,0,1,0
32,1,0,0
39,2,2,0
34,2,1,0
33,4,2,0
35,1,0,0
