Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
43,4,7,2
40,1,2,0
31,1,5,0
31,0,2,0
42,2,0,0
18,11,2,1
28,2,0,0
36,1,1,0
39,2,1,0
33,1,3,0
25,0,1,0
36,3,0,0
41,1,2,0
36,0,1,0
31,2,5,0
39,2,11,0
37,0,7,1
42,1,2,0
38,0,2,0
41,1,2,0
30,4,2,4
47,1,3,0
32,1,1,0
29,3,5,1
35,6,2,1
31,3,1,1
32,4,1,1
41,0,1,0
40,2,2,0
24,2,1,0
22,4,0,0
43,2,4,0
38,0,0,0
33,0,3,2
38,2,1,0
35,1,1,0
36,0,2,0
40,1,0,0
43,1,1,0
30,4,1,0
35,1,0,0
35,0,4,1
34,0,2,1
35,1,4,1
45,1,0,0
51,1,0,1
50,1,1,0
33,3,5,0
32,2,1,0
39,1,1,0
36,3,2,0
40,5,1,4
32,2,5,0
30,0,0,1
45,0,1,0
29,8,2,1
49,3,0,0
44,0,0,0
47,0,1,1
34,2,2,0
41,2,1,0
38,0,3,0
49,2,1,1
31,2,4,1
29,0,2,1
31,10,1,1
43,0,5,0
27,1,1,0
32,0,4,0
26,2,1,1
41,1,1,0
37,0,5,0
32,1,1,0
40,1,1,0
38,1,4,0
45,1,0,0
33,0,5,1
42,1,2,0
37,2,3,0
34,1,0,1
39,2,2,0
30,2,3,0
27,1,3,2
29,0,1,0
44,0,0,0
34,2,1,0
34,1,3,0
36,0,1,0
49,1,3,0
34,1,6,0
43,1,3,0
25,4,3,0
37,1,3,0
19,9,0,1
36,0,1,0
27,4,3,0
33,3,2,0
29,0,3,0
38,3,0,0
38,0,9,1
32,1,1,0
36,0,2,0
38,4,2,0
41,0,2,0
47,4,1,0
36,0,2,0
32,3,0,1
47,1,0,0
41,4,6,0
39,3,0,0
40,3,6,1
39,0,3,0
36,1,3,0
38,1,0,1
36,1,1,1
45,1,4,0
37,1,1,0
32,1,2,0
48,0,1,0
34,6,2,2
38,2,1,0
43,1,3,0
34,8,0,0
49,3,1,0
44,2,4,0
39,1,1,0
31,2,4,0
34,0,1,0
36,0,3,0
34,0,0,0
37,0,0,0
39,0,3,0
33,0,1,0
41,0,2,0
32,0,1,1
35,2,2,0
32,2,2,0
28,2,2,0
34,0,4,0
33,1,3,1
43,1,1,1
44,0,0,0
40,4,1,0
35,1,1,0
33,0,6,0
38,0,1,1
36,2,5,0
44,0,2,1
40,2,1,0
45,1,0,0
36,0,3,0
31,1,3,0
41,3,0,0
40,1,1,0
32,1,6,1
41,1,1,0
35,0,1,0
37,2,2,1
39,2,4,0
29,1,0,0
32,2,1,1
38,3,1,0
32,3,0,0
38,2,2,0
45,3,4,0
26,0,2,2
27,2,2,0
43,3,2,0
30,2,2,0
40,2,0,1
43,0,1,0
30,1,1,0
40,0,1,1
30,0,5,2
28,0,4,0
28,11,1,1
28,1,0,1
29,1,0,0
30,0,3,0
29,0,3,0
28,0,3,0
36,0,0,0
36,0,0,0
22,4,8,3
39,6,7,0
29,0,2,1
45,2,4,0
30,0,3,0
37,1,4,0
37,1,1,0
30,0,2,0
38,5,1,2
25,1,5,0
45,1,1,0
37,0,4,0
33,0,3,0
45,1,4,0
38,13,2,2
33,3,4,0
42,2,2,0
37,1,0,0
46,2,1,0
38,1,4,0
26,1,4,1
42,3,2,0
40,0,0,1
