Per_Gene_Counts_Unaffected_Unaffected,Unaffected_Affected,Affected_Unaffected,Affected_Affected
34,1,2,0
19,1,0,0
33,2,1,0
39,3,1,0
38,0,3,0
41,2,1,1
36,1,1,0
41,1,5,1
40,0,0,1
39,2,0,1
45,0,1,0
30,1,1,1
33,2,1,0
30,0,0,0
37,0,8,0
38,1,2,0
41,0,0,0
33,0,0,0
27,3,1,0
32,1,1,0
31,1,2,0
38,1,0,0
47,2,2,0
35,1,0,0
39,1,1,0
40,2,0,0
31,0,2,1
42,0,0,0
27,1,0,0
33,1,2,0
34,1,1,0
37,0,2,0
25,2,1,1
36,2,1,0
37,1,0,0
38,0,0,1
28,0,0,1
54,0,2,1
35,0,2,1
23,0,5,1
35,2,2,1
32,2,1,0
46,3,1,0
38,2,1,0
39,2,1,1
40,1,0,0
40,1,1,1
31,1,2,0
34,1,1,0
41,0,0,0
32,2,2,0
38,0,3,0
38,1,4,0
33,0,2,0
36,1,1,0
43,2,1,1
43,0,1,0
38,2,0,1
37,0,1,0
32,3,0,0
32,2,0,0
42,0,1,0
38,0,0,0
34,0,1,0
27,1,4,0
31,3,5,5
44,0,4,1
35,1,3,0
40,2,0,1
45,0,0,0
37,1,1,0
38,2,2,0
38,0,5,0
39,0,1,0
40,0,1,1
46,0,0,0
33,5,0,0
33,2,3,0
32,1,1,0
31,1,2,0
35,3,0,0
29,4,0,0
60,1,0,0
27,0,4,0
38,1,0,0
46,1,0,0
36,2,0,0
44,2,1,0
32,0,1,0
35,0,1,0
40,2,0,1
38,0,3,0
36,0,0,0
44,0,5,0
36,1,0,0
37,5,2,0
37,1,4,1
34,1,0,0
39,0,1,0
25,0,1,0
33,2,0,0
43,0,2,0
37,4,1,1
34,0,3,1
34,1,0,0
42,0,0,0
23,5,6,1
37,1,1,0
39,1,0,0
48,1,1,0
24,4,5,0
35,0,2,0
27,1,0,0
34,1,2,0
36,0,2,0
40,2,1,0
31,2,3,1
33,2,1,2
35,1,1,1
36,4,4,1
44,2,3,0
44,2,1,1
28,0,6,0
32,0,5,0
34,0,1,0
35,1,1,0
38,0,2,1
31,2,1,0
38,5,1,0
32,0,1,1
38,0,1,0
27,0,1,0
29,1,5,0
30,0,0,0
35,2,5,0
36,1,2,0
29,5,2,1
38,6,2,2
42,0,1,1
35,1,1,1
31,1,0,0
39,0,1,0
29,3,4,1
46,1,1,0
38,3,3,0
34,2,1,0
24,7,2,1
29,1,6,3
24,2,11,2
35,0,1,0
33,1,1,0
33,1,8,0
34,1,1,1
34,2,2,0
49,1,4,0
48,2,1,0
42,0,1,0
22,1,7,3
35,1,0,0
31,0,2,0
46,0,1,0
34,0,1,0
38,4,4,1
35,1,2,1
41,1,3,0
33,0,4,0
29,0,1,1
34,0,0,0
37,0,11,0
38,1,0,0
33,1,0,0
40,2,1,0
29,6,1,0
32,0,2,0
36,0,0,0
50,3,2,0
29,1,1,0
28,1,1,0
24,2,6,5
39,0,3,0
37,0,5,0
33,2,0,0
40,2,1,0
32,1,1,1
20,0,12,1
30,2,4,0
35,0,0,0
31,0,2,0
47,1,3,1
44,0,0,0
34,1,2,0
41,11,2,0
44,2,1,1
30,0,1,0
37,2,4,0
41,0,8,0
34,0,2,0
36,4,2,0
36,3,0,0
43,0,0,0
45,0,2,0
42,1,2,0
44,0,1,0
41,3,1,0
42,7,2,1
34,0,0,0
36,2,1,0
31,1,2,1
48,0,2,0
37,0,1,0
35,1,2,0
34,0,4,0
33,1,8,1
38,1,0,0
33,1,3,0
35,2,0,1
31,0,1,0
37,2,0,0
45,0,0,0
36,4,3,0
31,2,0,1
33,1,2,0
31,0,3,1
39,0,0,0
40,0,1,0
48,5,0,0
42,0,5,0
45,1,2,0
48,1,0,0
41,1,1,0
43,1,0,0
42,0,1,0
43,2,1,1
37,1,0,0
43,1,0,1
28,0,2,0
39,1,3,0
33,2,0,1
42,0,1,2
34,3,2,3
28,3,7,2
45,0,4,0
26,3,0,1
25,3,6,2
34,1,0,0
32,2,2,1
30,0,2,0
40,0,0,0
31,0,0,0
45,0,1,0
31,3,7,0
48,1,1,0
50,2,3,0
33,1,0,1
37,1,1,0
54,3,2,0
48,3,1,0
33,2,3,0
38,2,1,0
32,0,5,2
39,0,1,0
40,1,0,1
31,4,1,1
30,1,2,0
45,0,0,1
33,1,2,0
27,0,1,0
27,0,3,1
39,0,4,1
31,0,1,0
43,2,4,1
35,1,0,0
34,1,2,0
28,0,12,0
29,3,5,0
39,0,1,0
28,1,4,1
34,1,3,0
39,1,0,0
36,1,1,0
39,0,0,0
45,1,0,1
44,0,7,1
32,0,0,0
35,0,0,0
36,3,0,0
45,1,1,0
34,0,1,0
40,0,0,0
27,1,1,0
34,1,0,1
47,1,1,0
37,0,0,2
36,1,1,0
38,0,0,0
39,1,2,1
46,0,1,0
35,5,4,1
38,1,0,1
37,1,3,2
30,0,0,0
25,3,2,0
42,2,3,0
35,0,4,1
35,3,5,4
51,1,1,0
43,1,0,0
33,1,3,1
34,3,7,1
37,2,2,0
37,1,3,1
37,0,1,0
36,0,1,0
39,1,5,0
33,1,1,0
